alert1_ip,alert2_ip,time_diff_minutes,threat_type,correlation_text,should_correlate
192.168.2.76,192.168.2.26,1,phishing,Failed login from 192.168.2.76 followed by failed login from 192.168.2.26 within 2 minutes,1
192.168.6.151,192.168.8.101,47,phishing,Unique threat pattern at 192.168.6.151 no correlation,0
192.168.3.226,192.168.3.26,4,brute_force,"david at 192.168.3.226 attempted data access, then eve at 192.168.3.26 accessed same resource",1
192.168.3.176,192.168.3.226,2,insider_threat,Multiple insider_threat attacks: 192.168.3.176 -> 192.168.3.226 with common pattern,1
192.168.9.1,192.168.8.26,73,brute_force,Single user user1 at 192.168.9.1 suspicious activity standalone,0
192.168.5.126,192.168.9.51,53,ddos,Unique threat pattern at 192.168.5.126 no correlation,0
192.168.7.1,192.168.4.176,105,malware,Unique threat pattern at 192.168.7.1 no correlation,0
192.168.9.76,192.168.9.226,1,phishing,Multiple phishing attacks: 192.168.9.76 -> 192.168.9.226 with common pattern,1
192.168.2.126,192.168.2.201,1,ddos,Alert streak: ddos detected at 192.168.2.126 and 192.168.2.201 in 5-min window,1
192.168.7.1,192.168.1.101,72,malware,malware attack from 192.168.7.1 unrelated to other incidents,0
192.168.6.151,192.168.6.176,2,insider_threat,"admin at 192.168.6.151 attempted data access, then alice at 192.168.6.176 accessed same resource",1
192.168.1.1,192.168.8.176,97,ddos,ddos attack from 192.168.1.1 unrelated to other incidents,0
192.168.5.101,192.168.5.176,4,ransomware,Alert streak: ransomware detected at 192.168.5.101 and 192.168.5.176 in 5-min window,1
192.168.9.201,192.168.9.126,1,ransomware,Failed login from 192.168.9.201 followed by failed login from 192.168.9.126 within 2 minutes,1
192.168.2.101,192.168.2.226,3,insider_threat,Failed login from 192.168.2.101 followed by failed login from 192.168.2.226 within 2 minutes,1
192.168.3.51,192.168.3.126,1,phishing,"charlie at 192.168.3.51 attempted data access, then bob at 192.168.3.126 accessed same resource",1
192.168.2.126,192.168.5.176,32,data_exfil,Single user charlie at 192.168.2.126 suspicious activity standalone,0
192.168.6.1,192.168.9.51,73,data_exfil,Single point data_exfil detection at 192.168.6.1 independent,0
192.168.8.51,192.168.8.201,4,ransomware,Correlated threat: ransomware activity from 192.168.8.51 and 192.168.8.201 same source network,1
192.168.1.51,192.168.1.176,3,ddos,Correlated threat: ddos activity from 192.168.1.51 and 192.168.1.176 same source network,1
192.168.1.76,192.168.1.201,3,phishing,Failed login from 192.168.1.76 followed by failed login from 192.168.1.201 within 2 minutes,1
192.168.1.226,192.168.6.1,32,ddos,ddos attack from 192.168.1.226 unrelated to other incidents,0
192.168.5.151,192.168.5.101,3,data_exfil,"admin at 192.168.5.151 attempted data access, then alice at 192.168.5.101 accessed same resource",1
192.168.5.26,192.168.1.76,81,phishing,phishing attack from 192.168.5.26 unrelated to other incidents,0
192.168.5.51,192.168.9.101,39,malware,Single user eve at 192.168.5.51 suspicious activity standalone,0
192.168.1.226,192.168.3.151,74,ransomware,Single point ransomware detection at 192.168.1.226 independent,0
192.168.2.126,192.168.2.26,4,ddos,"alice at 192.168.2.126 attempted data access, then eve at 192.168.2.26 accessed same resource",1
192.168.7.226,192.168.2.126,74,brute_force,Unique threat pattern at 192.168.7.226 no correlation,0
192.168.1.176,192.168.2.151,103,brute_force,Isolated brute_force from 192.168.1.176 not related to other activity,0
192.168.2.126,192.168.3.201,78,ransomware,Single user user1 at 192.168.2.126 suspicious activity standalone,0
192.168.9.1,192.168.9.76,1,malware,Correlated threat: malware activity from 192.168.9.1 and 192.168.9.76 same source network,1
192.168.2.26,192.168.2.176,4,brute_force,Correlated threat: brute_force activity from 192.168.2.26 and 192.168.2.176 same source network,1
192.168.2.51,192.168.9.151,30,ddos,Single user bob at 192.168.2.51 suspicious activity standalone,0
192.168.7.76,192.168.3.51,37,brute_force,brute_force attack from 192.168.7.76 unrelated to other incidents,0
192.168.6.126,192.168.6.26,2,ransomware,Correlated threat: ransomware activity from 192.168.6.126 and 192.168.6.26 same source network,1
192.168.6.101,192.168.6.26,5,ddos,Multiple ddos attacks: 192.168.6.101 -> 192.168.6.26 with common pattern,1
192.168.6.176,192.168.6.101,3,ransomware,"charlie at 192.168.6.176 attempted data access, then david at 192.168.6.101 accessed same resource",1
192.168.6.151,192.168.6.226,2,insider_threat,Alert streak: insider_threat detected at 192.168.6.151 and 192.168.6.226 in 5-min window,1
192.168.6.126,192.168.6.201,5,malware,"user2 at 192.168.6.126 attempted data access, then user1 at 192.168.6.201 accessed same resource",1
192.168.4.176,192.168.4.226,1,ddos,"charlie at 192.168.4.176 attempted data access, then user2 at 192.168.4.226 accessed same resource",1
192.168.3.101,192.168.7.126,36,phishing,phishing attack from 192.168.3.101 unrelated to other incidents,0
192.168.6.176,192.168.3.26,47,phishing,Unique threat pattern at 192.168.6.176 no correlation,0
192.168.5.51,192.168.5.226,4,malware,"david at 192.168.5.51 attempted data access, then alice at 192.168.5.226 accessed same resource",1
192.168.5.226,192.168.8.26,110,data_exfil,Single user user1 at 192.168.5.226 suspicious activity standalone,0
192.168.9.101,192.168.9.76,4,ransomware,Correlated threat: ransomware activity from 192.168.9.101 and 192.168.9.76 same source network,1
192.168.4.51,192.168.3.76,105,phishing,Unique threat pattern at 192.168.4.51 no correlation,0
192.168.1.101,192.168.1.176,5,malware,Multiple malware attacks: 192.168.1.101 -> 192.168.1.176 with common pattern,1
192.168.9.226,192.168.9.1,4,ransomware,Multiple ransomware attacks: 192.168.9.226 -> 192.168.9.1 with common pattern,1
192.168.9.201,192.168.1.51,43,malware,Unique threat pattern at 192.168.9.201 no correlation,0
192.168.3.26,192.168.4.176,101,insider_threat,Single user eve at 192.168.3.26 suspicious activity standalone,0
192.168.1.151,192.168.1.51,3,ransomware,Multiple ransomware attacks: 192.168.1.151 -> 192.168.1.51 with common pattern,1
192.168.9.76,192.168.5.126,99,malware,Single user charlie at 192.168.9.76 suspicious activity standalone,0
192.168.7.1,192.168.6.26,102,ddos,Single user admin at 192.168.7.1 suspicious activity standalone,0
192.168.6.176,192.168.4.226,114,data_exfil,Single user alice at 192.168.6.176 suspicious activity standalone,0
192.168.9.1,192.168.1.176,65,ransomware,Isolated ransomware from 192.168.9.1 not related to other activity,0
192.168.8.101,192.168.8.26,3,ransomware,Alert streak: ransomware detected at 192.168.8.101 and 192.168.8.26 in 5-min window,1
192.168.9.176,192.168.2.201,77,ddos,Single point ddos detection at 192.168.9.176 independent,0
192.168.5.1,192.168.9.176,103,malware,malware attack from 192.168.5.1 unrelated to other incidents,0
192.168.3.126,192.168.8.226,91,phishing,Unique threat pattern at 192.168.3.126 no correlation,0
192.168.6.1,192.168.6.101,2,brute_force,Correlated threat: brute_force activity from 192.168.6.1 and 192.168.6.101 same source network,1
192.168.2.51,192.168.1.151,35,malware,Isolated malware from 192.168.2.51 not related to other activity,0
192.168.4.201,192.168.4.126,3,ddos,Alert streak: ddos detected at 192.168.4.201 and 192.168.4.126 in 5-min window,1
192.168.3.51,192.168.3.76,2,ransomware,"eve at 192.168.3.51 attempted data access, then user2 at 192.168.3.76 accessed same resource",1
192.168.9.1,192.168.1.226,61,phishing,Isolated phishing from 192.168.9.1 not related to other activity,0
192.168.1.1,192.168.1.101,1,insider_threat,"bob at 192.168.1.1 attempted data access, then charlie at 192.168.1.101 accessed same resource",1
192.168.8.151,192.168.8.226,1,data_exfil,Failed login from 192.168.8.151 followed by failed login from 192.168.8.226 within 2 minutes,1
192.168.1.1,192.168.8.226,86,ransomware,Isolated ransomware from 192.168.1.1 not related to other activity,0
192.168.1.101,192.168.1.26,4,phishing,"charlie at 192.168.1.101 attempted data access, then david at 192.168.1.26 accessed same resource",1
192.168.2.226,192.168.2.151,5,phishing,Alert streak: phishing detected at 192.168.2.226 and 192.168.2.151 in 5-min window,1
192.168.4.201,192.168.9.1,35,malware,Single point malware detection at 192.168.4.201 independent,0
192.168.1.76,192.168.2.51,30,insider_threat,Isolated insider_threat from 192.168.1.76 not related to other activity,0
192.168.3.26,192.168.7.151,44,data_exfil,Isolated data_exfil from 192.168.3.26 not related to other activity,0
192.168.5.126,192.168.5.126,2,data_exfil,Correlated threat: data_exfil activity from 192.168.5.126 and 192.168.5.126 same source network,1
192.168.5.151,192.168.9.76,90,malware,Unique threat pattern at 192.168.5.151 no correlation,0
192.168.1.151,192.168.1.201,3,ddos,"charlie at 192.168.1.151 attempted data access, then user1 at 192.168.1.201 accessed same resource",1
192.168.5.76,192.168.5.1,1,data_exfil,Alert streak: data_exfil detected at 192.168.5.76 and 192.168.5.1 in 5-min window,1
192.168.6.76,192.168.6.226,5,malware,Correlated threat: malware activity from 192.168.6.76 and 192.168.6.226 same source network,1
192.168.6.1,192.168.9.101,36,phishing,Isolated phishing from 192.168.6.1 not related to other activity,0
192.168.5.176,192.168.6.76,109,brute_force,Single point brute_force detection at 192.168.5.176 independent,0
192.168.1.176,192.168.2.51,87,insider_threat,insider_threat attack from 192.168.1.176 unrelated to other incidents,0
192.168.3.176,192.168.8.1,59,insider_threat,Single point insider_threat detection at 192.168.3.176 independent,0
192.168.5.76,192.168.9.226,105,ransomware,Single point ransomware detection at 192.168.5.76 independent,0
192.168.4.126,192.168.4.126,1,data_exfil,Multiple data_exfil attacks: 192.168.4.126 -> 192.168.4.126 with common pattern,1
192.168.9.176,192.168.9.51,4,malware,Multiple malware attacks: 192.168.9.176 -> 192.168.9.51 with common pattern,1
192.168.5.26,192.168.5.151,4,phishing,Alert streak: phishing detected at 192.168.5.26 and 192.168.5.151 in 5-min window,1
192.168.8.1,192.168.8.176,4,insider_threat,Failed login from 192.168.8.1 followed by failed login from 192.168.8.176 within 2 minutes,1
192.168.3.1,192.168.3.76,2,malware,Multiple malware attacks: 192.168.3.1 -> 192.168.3.76 with common pattern,1
192.168.1.76,192.168.7.51,117,malware,Isolated malware from 192.168.1.76 not related to other activity,0
192.168.1.101,192.168.6.26,101,phishing,Single user user2 at 192.168.1.101 suspicious activity standalone,0
192.168.3.176,192.168.2.126,118,phishing,Single user david at 192.168.3.176 suspicious activity standalone,0
192.168.2.101,192.168.8.176,64,ddos,Unique threat pattern at 192.168.2.101 no correlation,0
192.168.9.151,192.168.9.51,1,ddos,"alice at 192.168.9.151 attempted data access, then user2 at 192.168.9.51 accessed same resource",1
192.168.2.226,192.168.1.1,77,phishing,Unique threat pattern at 192.168.2.226 no correlation,0
192.168.8.101,192.168.6.1,45,ddos,ddos attack from 192.168.8.101 unrelated to other incidents,0
192.168.1.1,192.168.1.201,1,brute_force,Failed login from 192.168.1.1 followed by failed login from 192.168.1.201 within 2 minutes,1
192.168.5.201,192.168.5.151,2,brute_force,"charlie at 192.168.5.201 attempted data access, then alice at 192.168.5.151 accessed same resource",1
192.168.3.76,192.168.3.76,4,ddos,Multiple ddos attacks: 192.168.3.76 -> 192.168.3.76 with common pattern,1
192.168.6.151,192.168.6.51,4,insider_threat,Failed login from 192.168.6.151 followed by failed login from 192.168.6.51 within 2 minutes,1
192.168.4.51,192.168.8.126,108,malware,Unique threat pattern at 192.168.4.51 no correlation,0
192.168.1.101,192.168.1.101,5,phishing,Correlated threat: phishing activity from 192.168.1.101 and 192.168.1.101 same source network,1
192.168.6.176,192.168.6.76,5,ddos,"david at 192.168.6.176 attempted data access, then user1 at 192.168.6.76 accessed same resource",1
192.168.2.1,192.168.2.126,3,malware,Failed login from 192.168.2.1 followed by failed login from 192.168.2.126 within 2 minutes,1
192.168.3.176,192.168.9.226,117,malware,Unique threat pattern at 192.168.3.176 no correlation,0
192.168.3.226,192.168.6.51,68,malware,malware attack from 192.168.3.226 unrelated to other incidents,0
192.168.1.26,192.168.1.26,3,ddos,Alert streak: ddos detected at 192.168.1.26 and 192.168.1.26 in 5-min window,1
192.168.2.101,192.168.2.101,5,phishing,Failed login from 192.168.2.101 followed by failed login from 192.168.2.101 within 2 minutes,1
192.168.3.1,192.168.3.51,2,phishing,Multiple phishing attacks: 192.168.3.1 -> 192.168.3.51 with common pattern,1
192.168.1.76,192.168.1.26,1,malware,Correlated threat: malware activity from 192.168.1.76 and 192.168.1.26 same source network,1
192.168.8.126,192.168.8.151,1,malware,Alert streak: malware detected at 192.168.8.126 and 192.168.8.151 in 5-min window,1
192.168.3.76,192.168.7.51,50,insider_threat,Single point insider_threat detection at 192.168.3.76 independent,0
192.168.9.26,192.168.9.226,5,malware,Correlated threat: malware activity from 192.168.9.26 and 192.168.9.226 same source network,1
192.168.8.76,192.168.7.1,89,ddos,Single point ddos detection at 192.168.8.76 independent,0
192.168.1.76,192.168.2.226,41,malware,Single user david at 192.168.1.76 suspicious activity standalone,0
192.168.7.226,192.168.3.176,52,ddos,Single user admin at 192.168.7.226 suspicious activity standalone,0
192.168.9.151,192.168.9.26,5,ddos,"admin at 192.168.9.151 attempted data access, then david at 192.168.9.26 accessed same resource",1
192.168.6.51,192.168.6.226,3,ddos,Failed login from 192.168.6.51 followed by failed login from 192.168.6.226 within 2 minutes,1
192.168.4.76,192.168.4.226,1,ddos,Correlated threat: ddos activity from 192.168.4.76 and 192.168.4.226 same source network,1
192.168.9.51,192.168.9.176,5,insider_threat,Multiple insider_threat attacks: 192.168.9.51 -> 192.168.9.176 with common pattern,1
192.168.9.51,192.168.4.51,48,ddos,ddos attack from 192.168.9.51 unrelated to other incidents,0
192.168.9.201,192.168.2.76,107,brute_force,Isolated brute_force from 192.168.9.201 not related to other activity,0
192.168.8.176,192.168.2.76,55,ddos,Unique threat pattern at 192.168.8.176 no correlation,0
192.168.9.101,192.168.9.176,4,malware,Failed login from 192.168.9.101 followed by failed login from 192.168.9.176 within 2 minutes,1
192.168.6.226,192.168.6.126,2,ransomware,Failed login from 192.168.6.226 followed by failed login from 192.168.6.126 within 2 minutes,1
192.168.7.176,192.168.4.126,120,phishing,Unique threat pattern at 192.168.7.176 no correlation,0
192.168.2.101,192.168.2.226,1,malware,Correlated threat: malware activity from 192.168.2.101 and 192.168.2.226 same source network,1
192.168.9.226,192.168.8.76,33,insider_threat,Single user bob at 192.168.9.226 suspicious activity standalone,0
192.168.3.26,192.168.8.101,64,data_exfil,data_exfil attack from 192.168.3.26 unrelated to other incidents,0
192.168.8.76,192.168.7.26,100,ransomware,ransomware attack from 192.168.8.76 unrelated to other incidents,0
192.168.6.151,192.168.6.101,4,data_exfil,Failed login from 192.168.6.151 followed by failed login from 192.168.6.101 within 2 minutes,1
192.168.9.176,192.168.9.1,4,malware,"alice at 192.168.9.176 attempted data access, then admin at 192.168.9.1 accessed same resource",1
192.168.5.1,192.168.5.176,3,ransomware,Failed login from 192.168.5.1 followed by failed login from 192.168.5.176 within 2 minutes,1
192.168.7.126,192.168.7.126,3,brute_force,"eve at 192.168.7.126 attempted data access, then admin at 192.168.7.126 accessed same resource",1
192.168.5.151,192.168.5.201,5,brute_force,"admin at 192.168.5.151 attempted data access, then user1 at 192.168.5.201 accessed same resource",1
192.168.7.101,192.168.4.226,75,insider_threat,Single user david at 192.168.7.101 suspicious activity standalone,0
192.168.2.76,192.168.2.1,5,phishing,"bob at 192.168.2.76 attempted data access, then david at 192.168.2.1 accessed same resource",1
192.168.6.226,192.168.4.26,32,insider_threat,Isolated insider_threat from 192.168.6.226 not related to other activity,0
192.168.1.176,192.168.9.76,40,ransomware,Single point ransomware detection at 192.168.1.176 independent,0
192.168.8.126,192.168.8.126,5,insider_threat,Multiple insider_threat attacks: 192.168.8.126 -> 192.168.8.126 with common pattern,1
192.168.4.201,192.168.4.151,1,data_exfil,Failed login from 192.168.4.201 followed by failed login from 192.168.4.151 within 2 minutes,1
192.168.9.226,192.168.9.126,1,insider_threat,Correlated threat: insider_threat activity from 192.168.9.226 and 192.168.9.126 same source network,1
192.168.6.226,192.168.7.176,38,malware,Unique threat pattern at 192.168.6.226 no correlation,0
192.168.4.26,192.168.4.126,2,malware,Multiple malware attacks: 192.168.4.26 -> 192.168.4.126 with common pattern,1
192.168.4.126,192.168.4.151,2,insider_threat,Alert streak: insider_threat detected at 192.168.4.126 and 192.168.4.151 in 5-min window,1
192.168.8.101,192.168.8.226,2,phishing,Correlated threat: phishing activity from 192.168.8.101 and 192.168.8.226 same source network,1
192.168.7.226,192.168.4.76,58,malware,malware attack from 192.168.7.226 unrelated to other incidents,0
192.168.3.101,192.168.2.51,112,phishing,Isolated phishing from 192.168.3.101 not related to other activity,0
192.168.1.151,192.168.3.126,46,data_exfil,data_exfil attack from 192.168.1.151 unrelated to other incidents,0
192.168.7.51,192.168.7.151,1,brute_force,"user2 at 192.168.7.51 attempted data access, then user1 at 192.168.7.151 accessed same resource",1
192.168.5.51,192.168.5.126,2,ddos,Alert streak: ddos detected at 192.168.5.51 and 192.168.5.126 in 5-min window,1
192.168.3.51,192.168.8.101,85,brute_force,brute_force attack from 192.168.3.51 unrelated to other incidents,0
192.168.9.26,192.168.5.26,104,ddos,Unique threat pattern at 192.168.9.26 no correlation,0
192.168.6.201,192.168.9.76,83,insider_threat,Single user david at 192.168.6.201 suspicious activity standalone,0
192.168.8.126,192.168.2.176,114,phishing,Single point phishing detection at 192.168.8.126 independent,0
192.168.1.151,192.168.8.201,32,brute_force,Single user david at 192.168.1.151 suspicious activity standalone,0
192.168.8.226,192.168.8.226,2,malware,Correlated threat: malware activity from 192.168.8.226 and 192.168.8.226 same source network,1
192.168.3.1,192.168.5.76,111,ransomware,Single user david at 192.168.3.1 suspicious activity standalone,0
