threat_type,severity,confidence,alert_count,recommended_action,action_priority
ransomware,MEDIUM,0.6350241906637177,41,ISOLATE_HOST,1
normal,MEDIUM,0.6118384391909633,6,ESCALATE,2
data_exfil,LOW,0.946274214629047,37,ESCALATE,2
brute_force,HIGH,0.6582989059925297,27,DISABLE_ACCOUNT,1
data_exfil,LOW,0.7490972230263357,35,ESCALATE,2
ransomware,MEDIUM,0.8847104103728318,8,ISOLATE_HOST,1
phishing,MEDIUM,0.844623151829648,13,BLOCK_URL,2
ddos,LOW,0.7842740122726826,8,ESCALATE,2
brute_force,LOW,0.626796665081086,21,MONITOR,3
ransomware,HIGH,0.98011093089339,43,RESTORE_BACKUP,1
malware,LOW,0.6312856183365618,42,SCAN_SYSTEM,2
phishing,LOW,0.6301854361184375,18,BLOCK_URL,3
ransomware,LOW,0.6976425759524155,2,ESCALATE,2
insider_threat,LOW,0.9481752957097115,13,ESCALATE,2
ddos,MEDIUM,0.8319920540016389,4,ESCALATE,2
insider_threat,HIGH,0.9754287183351533,37,DISABLE_ACCOUNT,1
ransomware,HIGH,0.6690328313728658,11,RESTORE_BACKUP,1
ransomware,MEDIUM,0.790197236269032,10,ISOLATE_HOST,1
insider_threat,MEDIUM,0.9605634548508046,2,ESCALATE,1
malware,MEDIUM,0.7429643828797838,14,ISOLATE_HOST,1
phishing,MEDIUM,0.8227031391194108,10,BLOCK_URL,2
malware,LOW,0.9574071925160782,13,SCAN_SYSTEM,2
normal,LOW,0.8580912910730194,17,MONITOR,3
ransomware,MEDIUM,0.9739905868220483,18,ISOLATE_HOST,1
brute_force,MEDIUM,0.8184701148350246,20,RESET_PASSWORD,2
ransomware,HIGH,0.7949524763448536,36,RESTORE_BACKUP,1
brute_force,HIGH,0.6678091672515984,17,DISABLE_ACCOUNT,1
data_exfil,HIGH,0.7524760954489104,49,ESCALATE,1
insider_threat,HIGH,0.9185179424174705,15,DISABLE_ACCOUNT,1
ddos,MEDIUM,0.6679986030880694,6,ESCALATE,2
ddos,MEDIUM,0.9799547584625121,2,ESCALATE,2
ransomware,LOW,0.9832969344100824,17,ESCALATE,2
ransomware,HIGH,0.6208314961003627,5,RESTORE_BACKUP,1
insider_threat,MEDIUM,0.8707411333091255,35,ESCALATE,1
malware,HIGH,0.8974064222142559,28,ISOLATE_HOST,1
insider_threat,MEDIUM,0.8137030680351262,21,ESCALATE,1
phishing,MEDIUM,0.9734605289497485,37,BLOCK_URL,2
ddos,HIGH,0.7774304101253133,40,ESCALATE,1
brute_force,LOW,0.9811895180185746,46,MONITOR,3
normal,LOW,0.8614632178420212,34,MONITOR,3
phishing,MEDIUM,0.8503333396265751,13,BLOCK_URL,2
normal,LOW,0.9477333253205709,37,MONITOR,3
ransomware,LOW,0.6087408797901109,25,ESCALATE,2
phishing,HIGH,0.6004990586747098,37,ESCALATE,1
ransomware,LOW,0.6486532095887683,34,ESCALATE,2
data_exfil,HIGH,0.9476426397996305,35,ESCALATE,1
normal,LOW,0.6094946903814719,36,MONITOR,3
ddos,HIGH,0.8977873379054175,14,ESCALATE,1
data_exfil,HIGH,0.7195427110605068,27,ESCALATE,1
insider_threat,LOW,0.8389703517108136,40,ESCALATE,2
ddos,LOW,0.9204315393099107,42,ESCALATE,2
ransomware,LOW,0.73792999435226,50,ESCALATE,2
insider_threat,MEDIUM,0.6310527640178897,8,ESCALATE,1
ransomware,LOW,0.9101193385697858,24,ESCALATE,2
malware,MEDIUM,0.6914342687794514,45,ISOLATE_HOST,1
ddos,MEDIUM,0.9549741470960605,22,ESCALATE,2
insider_threat,MEDIUM,0.9143076240483434,24,ESCALATE,1
ddos,MEDIUM,0.9100308106002412,50,ESCALATE,2
ransomware,LOW,0.7515361627295444,49,ESCALATE,2
normal,HIGH,0.8189722203306569,6,ESCALATE,2
ransomware,LOW,0.7331878038503593,49,ESCALATE,2
data_exfil,LOW,0.7288545611039411,50,ESCALATE,2
malware,MEDIUM,0.8032249370739298,35,ISOLATE_HOST,1
ddos,HIGH,0.6627560122729274,50,ESCALATE,1
ddos,HIGH,0.9037299637107872,11,ESCALATE,1
insider_threat,HIGH,0.7940866521385292,32,DISABLE_ACCOUNT,1
brute_force,MEDIUM,0.7015069577769815,36,RESET_PASSWORD,2
brute_force,HIGH,0.8109135005075043,34,DISABLE_ACCOUNT,1
ransomware,HIGH,0.8577523342467588,37,RESTORE_BACKUP,1
ransomware,LOW,0.7920540212285745,45,ESCALATE,2
ransomware,LOW,0.7594622908449647,11,ESCALATE,2
insider_threat,LOW,0.6998093520297319,15,ESCALATE,2
ransomware,MEDIUM,0.6530583429718694,5,ISOLATE_HOST,1
malware,MEDIUM,0.8412640156278333,16,ISOLATE_HOST,1
insider_threat,MEDIUM,0.9094798516753837,45,ESCALATE,1
ddos,HIGH,0.9858889137537188,38,ESCALATE,1
ransomware,HIGH,0.8365995431258466,39,RESTORE_BACKUP,1
insider_threat,LOW,0.7550819504317855,24,ESCALATE,2
normal,MEDIUM,0.700784915249152,40,ESCALATE,2
insider_threat,HIGH,0.9176589844262266,33,DISABLE_ACCOUNT,1
insider_threat,MEDIUM,0.9515363502364105,13,ESCALATE,1
ransomware,LOW,0.633681400884312,46,ESCALATE,2
malware,LOW,0.7503000893993927,29,SCAN_SYSTEM,2
brute_force,HIGH,0.9496935800862455,14,DISABLE_ACCOUNT,1
normal,MEDIUM,0.6112471841885881,2,ESCALATE,2
ransomware,MEDIUM,0.6028820178644656,4,ISOLATE_HOST,1
normal,LOW,0.8163005460197895,5,MONITOR,3
malware,HIGH,0.6978284657309919,26,ISOLATE_HOST,1
malware,LOW,0.8322933739101013,7,SCAN_SYSTEM,2
insider_threat,MEDIUM,0.6956475223940429,18,ESCALATE,1
normal,MEDIUM,0.7868868034267674,27,ESCALATE,2
ddos,HIGH,0.8552724478075027,38,ESCALATE,1
malware,HIGH,0.8827793123238956,21,ISOLATE_HOST,1
phishing,HIGH,0.9282238934963483,35,ESCALATE,1
brute_force,LOW,0.675760169084804,46,MONITOR,3
phishing,LOW,0.8346286940619632,21,BLOCK_URL,3
insider_threat,HIGH,0.6484048144695878,24,DISABLE_ACCOUNT,1
phishing,LOW,0.7819814737310434,11,BLOCK_URL,3
brute_force,HIGH,0.871900431521434,39,DISABLE_ACCOUNT,1
insider_threat,LOW,0.841296243788674,46,ESCALATE,2
phishing,LOW,0.7783489686295687,27,BLOCK_URL,3
data_exfil,LOW,0.6913284731728391,28,ESCALATE,2
ddos,HIGH,0.6899035110774236,11,ESCALATE,1
insider_threat,MEDIUM,0.9430961044244754,2,ESCALATE,1
malware,MEDIUM,0.8459682233849235,41,ISOLATE_HOST,1
ransomware,MEDIUM,0.6919601653941971,27,ISOLATE_HOST,1
normal,MEDIUM,0.9019934675021868,46,ESCALATE,2
data_exfil,MEDIUM,0.7731690661613264,4,BLOCK_IP,1
malware,HIGH,0.8082427508739922,11,ISOLATE_HOST,1
brute_force,HIGH,0.8506553338388266,12,DISABLE_ACCOUNT,1
normal,LOW,0.7867924512290105,13,MONITOR,3
brute_force,HIGH,0.6926962803831437,39,DISABLE_ACCOUNT,1
ddos,LOW,0.7180644375968609,22,ESCALATE,2
data_exfil,LOW,0.9091455476402249,17,ESCALATE,2
data_exfil,LOW,0.8274635461529452,36,ESCALATE,2
ddos,HIGH,0.7516675070375222,8,ESCALATE,1
normal,HIGH,0.7159855461094551,33,ESCALATE,2
normal,LOW,0.6612386179205852,38,MONITOR,3
ddos,LOW,0.7520420893016404,25,ESCALATE,2
brute_force,MEDIUM,0.8702600469997547,22,RESET_PASSWORD,2
brute_force,LOW,0.8518740172744598,49,MONITOR,3
normal,MEDIUM,0.6669895671881179,16,ESCALATE,2
brute_force,LOW,0.7599289419025337,4,MONITOR,3
insider_threat,LOW,0.960994441072685,40,ESCALATE,2
data_exfil,LOW,0.8545244372870433,49,ESCALATE,2
data_exfil,LOW,0.7669204927238682,36,ESCALATE,2
data_exfil,LOW,0.7776670424377164,14,ESCALATE,2
normal,HIGH,0.9719718695703596,41,ESCALATE,2
insider_threat,LOW,0.9703921783256448,45,ESCALATE,2
brute_force,LOW,0.7473198488757252,20,MONITOR,3
brute_force,MEDIUM,0.6259789886429112,13,RESET_PASSWORD,2
normal,LOW,0.762187169201813,49,MONITOR,3
phishing,HIGH,0.717394485879177,28,ESCALATE,1
data_exfil,LOW,0.8780673136227682,45,ESCALATE,2
ddos,LOW,0.6825128463786564,39,ESCALATE,2
phishing,HIGH,0.8621651779677807,9,ESCALATE,1
normal,LOW,0.7082756929626262,44,MONITOR,3
ddos,LOW,0.7859596575078872,46,ESCALATE,2
data_exfil,HIGH,0.932871656130924,45,ESCALATE,1
normal,LOW,0.6912787281230885,1,MONITOR,3
normal,LOW,0.866857814923618,44,MONITOR,3
phishing,LOW,0.9691364819086202,38,BLOCK_URL,3
brute_force,LOW,0.7962695163735607,44,MONITOR,3
normal,LOW,0.7781605607758983,7,MONITOR,3
malware,HIGH,0.8842738358320664,22,ISOLATE_HOST,1
normal,MEDIUM,0.7865708112901837,19,ESCALATE,2
ddos,HIGH,0.92329408837057,11,ESCALATE,1
malware,MEDIUM,0.8041473845011706,46,ISOLATE_HOST,1
brute_force,HIGH,0.8561272215271127,44,DISABLE_ACCOUNT,1
malware,LOW,0.715980078734339,45,SCAN_SYSTEM,2
normal,MEDIUM,0.633639660525781,15,ESCALATE,2
ransomware,HIGH,0.802693141762766,6,RESTORE_BACKUP,1
brute_force,LOW,0.8686812015115705,40,MONITOR,3
normal,HIGH,0.8514653953174594,22,ESCALATE,2
data_exfil,LOW,0.7199358716299131,48,ESCALATE,2
brute_force,HIGH,0.7718123262859496,42,DISABLE_ACCOUNT,1
brute_force,MEDIUM,0.6701118951693043,14,RESET_PASSWORD,2
normal,HIGH,0.9429309123714704,39,ESCALATE,2
normal,LOW,0.9659445414630257,11,MONITOR,3
phishing,HIGH,0.7047344947798737,43,ESCALATE,1
malware,MEDIUM,0.7584851316312047,8,ISOLATE_HOST,1
phishing,LOW,0.9152715038590549,44,BLOCK_URL,3
malware,LOW,0.7664119392772343,7,SCAN_SYSTEM,2
normal,LOW,0.9136967703797327,42,MONITOR,3
normal,HIGH,0.7131921635335924,12,ESCALATE,2
ransomware,MEDIUM,0.9337467743718113,3,ISOLATE_HOST,1
ransomware,LOW,0.6191730295137529,16,ESCALATE,2
brute_force,LOW,0.9861175410635652,33,MONITOR,3
malware,HIGH,0.6739320614802299,36,ISOLATE_HOST,1
brute_force,HIGH,0.6426717936652316,42,DISABLE_ACCOUNT,1
ransomware,MEDIUM,0.9041145389363855,45,ISOLATE_HOST,1
ransomware,MEDIUM,0.6129573108780214,29,ISOLATE_HOST,1
normal,LOW,0.7971127400437342,6,MONITOR,3
normal,HIGH,0.7464316016664518,11,ESCALATE,2
ransomware,HIGH,0.9615893782108373,44,RESTORE_BACKUP,1
insider_threat,LOW,0.8306870521313402,39,ESCALATE,2
insider_threat,LOW,0.8196410002047866,1,ESCALATE,2
ransomware,LOW,0.7520390104661294,11,ESCALATE,2
ddos,HIGH,0.9323872830395341,34,ESCALATE,1
ddos,LOW,0.9238818307179798,9,ESCALATE,2
malware,LOW,0.8820343362997418,46,SCAN_SYSTEM,2
insider_threat,MEDIUM,0.6878505951078828,16,ESCALATE,1
data_exfil,HIGH,0.7068985094441566,28,ESCALATE,1
malware,HIGH,0.8893098333649312,20,ISOLATE_HOST,1
ransomware,MEDIUM,0.7017271932965388,47,ISOLATE_HOST,1
malware,HIGH,0.9827012298147495,18,ISOLATE_HOST,1
data_exfil,HIGH,0.6981873130142642,23,ESCALATE,1
data_exfil,MEDIUM,0.7273791436690231,34,BLOCK_IP,1
phishing,MEDIUM,0.9182803701195796,20,BLOCK_URL,2
data_exfil,LOW,0.6747067754580945,32,ESCALATE,2
malware,HIGH,0.6937776294041239,4,ISOLATE_HOST,1
insider_threat,LOW,0.8473755998233415,48,ESCALATE,2
insider_threat,LOW,0.9485099563349859,34,ESCALATE,2
data_exfil,LOW,0.9845029087928991,25,ESCALATE,2
malware,LOW,0.7365204828089389,39,SCAN_SYSTEM,2
insider_threat,LOW,0.6751865733550337,44,ESCALATE,2
ransomware,HIGH,0.9598691190658781,38,RESTORE_BACKUP,1
brute_force,LOW,0.7906684898181335,13,MONITOR,3
insider_threat,LOW,0.8375078184454425,36,ESCALATE,2
ddos,HIGH,0.8952550043635411,1,ESCALATE,1
ddos,MEDIUM,0.6167181438161502,30,ESCALATE,2
normal,MEDIUM,0.9319822566027692,2,ESCALATE,2
ransomware,LOW,0.6264515523446109,6,ESCALATE,2
data_exfil,LOW,0.6010978622571341,7,ESCALATE,2
malware,HIGH,0.894685667742966,32,ISOLATE_HOST,1
ransomware,MEDIUM,0.9448343416628954,1,ISOLATE_HOST,1
data_exfil,HIGH,0.6996811177669466,45,ESCALATE,1
normal,HIGH,0.6352681124078857,31,ESCALATE,2
ransomware,HIGH,0.8996022337079106,30,RESTORE_BACKUP,1
data_exfil,LOW,0.9415237376054841,42,ESCALATE,2
brute_force,LOW,0.7464807965557704,14,MONITOR,3
ransomware,MEDIUM,0.8039130086492522,8,ISOLATE_HOST,1
data_exfil,LOW,0.7725266910128877,10,ESCALATE,2
brute_force,MEDIUM,0.6085718177530698,34,RESET_PASSWORD,2
normal,HIGH,0.6314041838999588,26,ESCALATE,2
phishing,HIGH,0.8268783430321015,14,ESCALATE,1
brute_force,MEDIUM,0.7351237624186375,37,RESET_PASSWORD,2
brute_force,HIGH,0.8767658706496824,36,DISABLE_ACCOUNT,1
ddos,HIGH,0.9140620083665161,4,ESCALATE,1
malware,MEDIUM,0.6665196727515694,41,ISOLATE_HOST,1
insider_threat,LOW,0.8800912624489619,7,ESCALATE,2
insider_threat,HIGH,0.6877736304213081,33,DISABLE_ACCOUNT,1
ransomware,HIGH,0.9678411243032095,37,RESTORE_BACKUP,1
normal,HIGH,0.741541697237756,21,ESCALATE,2
malware,HIGH,0.8065304542396845,19,ISOLATE_HOST,1
ddos,LOW,0.6091263154768056,17,ESCALATE,2
brute_force,LOW,0.671584303009891,12,MONITOR,3
brute_force,HIGH,0.7564991966231147,38,DISABLE_ACCOUNT,1
insider_threat,LOW,0.9599767763392909,22,ESCALATE,2
insider_threat,HIGH,0.9527219073119448,29,DISABLE_ACCOUNT,1
phishing,HIGH,0.8270749732209042,11,ESCALATE,1
ddos,LOW,0.8686459138571893,10,ESCALATE,2
ransomware,LOW,0.7874506785727713,36,ESCALATE,2
data_exfil,LOW,0.6680514855157222,30,ESCALATE,2
malware,LOW,0.7004736570721406,47,SCAN_SYSTEM,2
normal,HIGH,0.785371561546198,13,ESCALATE,2
ransomware,HIGH,0.7277607419774548,10,RESTORE_BACKUP,1
data_exfil,LOW,0.8112529869432789,39,ESCALATE,2
ransomware,LOW,0.962743969654732,33,ESCALATE,2
insider_threat,LOW,0.6041182066306668,7,ESCALATE,2
normal,LOW,0.9871019277100248,15,MONITOR,3
data_exfil,HIGH,0.8410614626339278,1,ESCALATE,1
malware,MEDIUM,0.7820362553119702,24,ISOLATE_HOST,1
phishing,LOW,0.718487217984833,22,BLOCK_URL,3
malware,MEDIUM,0.9261429874231801,41,ISOLATE_HOST,1
insider_threat,MEDIUM,0.818559099198217,20,ESCALATE,1
malware,LOW,0.8854757147626433,12,SCAN_SYSTEM,2
insider_threat,HIGH,0.9200153163180154,26,DISABLE_ACCOUNT,1
malware,MEDIUM,0.9726834946333627,24,ISOLATE_HOST,1
normal,HIGH,0.9365414171648412,31,ESCALATE,2
ddos,HIGH,0.8457090535872646,4,ESCALATE,1
ransomware,LOW,0.8949577350390417,3,ESCALATE,2
data_exfil,MEDIUM,0.6509195765085786,36,BLOCK_IP,1
normal,LOW,0.9492844439276122,12,MONITOR,3
ransomware,HIGH,0.6650700395882172,15,RESTORE_BACKUP,1
brute_force,LOW,0.6175765106416311,50,MONITOR,3
insider_threat,LOW,0.7616943901654365,6,ESCALATE,2
normal,MEDIUM,0.630285213395968,26,ESCALATE,2
phishing,LOW,0.8475965183624696,37,BLOCK_URL,3
insider_threat,LOW,0.9201827891920364,48,ESCALATE,2
ddos,MEDIUM,0.8491334447037244,40,ESCALATE,2
ransomware,HIGH,0.7305426322314671,6,RESTORE_BACKUP,1
ddos,HIGH,0.8641299997695344,37,ESCALATE,1
data_exfil,LOW,0.81525040650108,40,ESCALATE,2
phishing,HIGH,0.8241443347201612,47,ESCALATE,1
phishing,LOW,0.8756631650802583,49,BLOCK_URL,3
normal,MEDIUM,0.6610506769513705,10,ESCALATE,2
data_exfil,LOW,0.9125727123546818,50,ESCALATE,2
ddos,MEDIUM,0.9666792108948292,3,ESCALATE,2
phishing,LOW,0.81944838319382,13,BLOCK_URL,3
normal,HIGH,0.961065312648608,17,ESCALATE,2
ransomware,LOW,0.7418181522933343,17,ESCALATE,2
ransomware,HIGH,0.8474583485897436,34,RESTORE_BACKUP,1
data_exfil,HIGH,0.6787744073929487,42,ESCALATE,1
phishing,MEDIUM,0.8423144990124705,8,BLOCK_URL,2
brute_force,LOW,0.6014229677374039,31,MONITOR,3
normal,MEDIUM,0.7987006430696462,5,ESCALATE,2
ddos,MEDIUM,0.6614199185575367,17,ESCALATE,2
phishing,MEDIUM,0.9866792650554994,45,BLOCK_URL,2
ransomware,MEDIUM,0.7599015919658663,10,ISOLATE_HOST,1
malware,HIGH,0.7056384492628087,23,ISOLATE_HOST,1
phishing,LOW,0.7232120409979224,43,BLOCK_URL,3
ransomware,MEDIUM,0.9744675157033569,29,ISOLATE_HOST,1
data_exfil,HIGH,0.873890426418932,24,ESCALATE,1
ddos,MEDIUM,0.9167645256615016,40,ESCALATE,2
brute_force,LOW,0.8139834863066893,12,MONITOR,3
phishing,LOW,0.6927034463090959,48,BLOCK_URL,3
normal,MEDIUM,0.8206731226280598,43,ESCALATE,2
data_exfil,HIGH,0.8249682339575192,3,ESCALATE,1
ransomware,MEDIUM,0.7919184657198486,36,ISOLATE_HOST,1
normal,HIGH,0.8467849435734816,4,ESCALATE,2
ransomware,HIGH,0.9548339562894732,10,RESTORE_BACKUP,1
insider_threat,LOW,0.6580953675779889,40,ESCALATE,2
malware,LOW,0.7751381398382016,36,SCAN_SYSTEM,2
brute_force,MEDIUM,0.6325646171341465,8,RESET_PASSWORD,2
insider_threat,LOW,0.7548619411910461,31,ESCALATE,2
phishing,HIGH,0.9801646729427553,50,ESCALATE,1
malware,LOW,0.7402992218249669,44,SCAN_SYSTEM,2
data_exfil,LOW,0.6291514189836764,19,ESCALATE,2
brute_force,MEDIUM,0.6974467564548579,7,RESET_PASSWORD,2
malware,MEDIUM,0.8419579165110465,7,ISOLATE_HOST,1
ddos,LOW,0.6302408087232441,44,ESCALATE,2
malware,MEDIUM,0.6333225812595498,35,ISOLATE_HOST,1
malware,MEDIUM,0.9418932035090306,2,ISOLATE_HOST,1
ransomware,LOW,0.8680113113782288,34,ESCALATE,2
insider_threat,LOW,0.9043189922052297,23,ESCALATE,2
brute_force,HIGH,0.9315102167460462,11,DISABLE_ACCOUNT,1
ddos,LOW,0.688303286297218,20,ESCALATE,2
phishing,LOW,0.9736953389622331,10,BLOCK_URL,3
ransomware,MEDIUM,0.7800426917601707,27,ISOLATE_HOST,1
data_exfil,MEDIUM,0.6789041340793969,20,BLOCK_IP,1
normal,MEDIUM,0.9315739677898376,7,ESCALATE,2
malware,HIGH,0.8164642515745871,46,ISOLATE_HOST,1
malware,HIGH,0.9842270698047393,46,ISOLATE_HOST,1
malware,LOW,0.6827426905339264,10,SCAN_SYSTEM,2
data_exfil,HIGH,0.6836257485243667,45,ESCALATE,1
malware,LOW,0.6250766904966373,48,SCAN_SYSTEM,2
ddos,MEDIUM,0.6525362120011031,38,ESCALATE,2
ddos,HIGH,0.7015858774163797,8,ESCALATE,1
brute_force,MEDIUM,0.7122713390122106,22,RESET_PASSWORD,2
ddos,LOW,0.6025167938971562,2,ESCALATE,2
insider_threat,LOW,0.705154206425974,7,ESCALATE,2
insider_threat,HIGH,0.6291066147780897,12,DISABLE_ACCOUNT,1
ddos,LOW,0.6452166505325051,42,ESCALATE,2
ransomware,HIGH,0.8192176170967801,19,RESTORE_BACKUP,1
brute_force,MEDIUM,0.6085461090626622,45,RESET_PASSWORD,2
insider_threat,HIGH,0.6809459345407014,27,DISABLE_ACCOUNT,1
data_exfil,HIGH,0.7545739351387186,34,ESCALATE,1
malware,HIGH,0.6877615753289965,47,ISOLATE_HOST,1
ddos,HIGH,0.6355755836407869,25,ESCALATE,1
ransomware,MEDIUM,0.6926121036140179,29,ISOLATE_HOST,1
data_exfil,LOW,0.7005529787624531,7,ESCALATE,2
malware,HIGH,0.8179530738425903,40,ISOLATE_HOST,1
normal,MEDIUM,0.7857558612475147,38,ESCALATE,2
normal,LOW,0.6224422061337825,46,MONITOR,3
insider_threat,HIGH,0.7187302404730493,48,DISABLE_ACCOUNT,1
ddos,LOW,0.7163060942529269,5,ESCALATE,2
insider_threat,MEDIUM,0.7026553115188139,15,ESCALATE,1
normal,HIGH,0.6625156107520617,2,ESCALATE,2
data_exfil,MEDIUM,0.7779086738508377,14,BLOCK_IP,1
