threat_type,timestamp,ti_category,ti_risk_level,ti_impact,ti_mitigation,label
ransomware,2026-02-25T13:50:10.857548,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857550,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857553,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857555,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857557,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857559,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857562,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857564,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857566,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857568,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857570,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857573,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857575,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857577,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857579,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857586,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857588,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857590,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857593,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857595,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857599,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857602,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857604,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857606,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857608,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857611,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857613,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857615,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857617,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857620,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857622,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857624,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857626,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857628,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857631,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857635,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857638,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857640,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857642,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857645,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857647,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857649,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857651,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857653,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857656,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857658,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857663,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857666,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857668,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857671,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857673,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857675,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857677,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857679,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857684,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857686,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857688,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857690,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857692,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857695,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857697,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857699,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857701,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857703,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857706,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857708,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
ransomware,2026-02-25T13:50:10.857710,Extortion Malware,HIGH,"Data encryption, operations halt, financial loss","IMMEDIATE ISOLATION, restore from backups, don't pay",ransomware_HIGH
