threat_type,severity,confidence,alert_count,recommended_action,action_priority
ransomware,LOW,0.6091812258668907,44,ESCALATE,2
ransomware,HIGH,0.8359754343499557,26,RESTORE_BACKUP,1
ransomware,LOW,0.9471140410237436,34,ESCALATE,2
ransomware,HIGH,0.7212521353344435,16,RESTORE_BACKUP,1
ransomware,HIGH,0.6749449532378007,48,RESTORE_BACKUP,1
ransomware,LOW,0.951951558319194,29,ESCALATE,2
ransomware,MEDIUM,0.7300579074155429,40,ISOLATE_HOST,1
ransomware,HIGH,0.6397065402407515,43,RESTORE_BACKUP,1
ransomware,MEDIUM,0.8890288153558925,39,ISOLATE_HOST,1
ransomware,HIGH,0.8828331580899833,10,RESTORE_BACKUP,1
ransomware,MEDIUM,0.6804811474024867,21,ISOLATE_HOST,1
ransomware,LOW,0.6785668579593114,38,ESCALATE,2
ransomware,LOW,0.7523963938505176,29,ESCALATE,2
ransomware,LOW,0.946421868041836,41,ESCALATE,2
ransomware,LOW,0.7937748575203469,41,ESCALATE,2
ransomware,HIGH,0.8296400740082788,48,RESTORE_BACKUP,1
ransomware,HIGH,0.948898175444916,40,RESTORE_BACKUP,1
ransomware,LOW,0.6334759795657922,9,ESCALATE,2
ransomware,HIGH,0.9042712878913222,35,RESTORE_BACKUP,1
ransomware,LOW,0.9624324354782042,31,ESCALATE,2
ransomware,HIGH,0.8670481378061556,27,RESTORE_BACKUP,1
ransomware,LOW,0.9051890324430544,10,ESCALATE,2
ransomware,LOW,0.6663632266924593,43,ESCALATE,2
ransomware,HIGH,0.7151739351573201,23,RESTORE_BACKUP,1
ransomware,HIGH,0.7117242481011439,1,RESTORE_BACKUP,1
ransomware,MEDIUM,0.7062318728313176,1,ISOLATE_HOST,1
ransomware,LOW,0.7922464744186102,19,ESCALATE,2
ransomware,LOW,0.6530054581423385,48,ESCALATE,2
ransomware,MEDIUM,0.7136588238568112,46,ISOLATE_HOST,1
ransomware,MEDIUM,0.8387636516300229,14,ISOLATE_HOST,1
ransomware,HIGH,0.6918810608151651,7,RESTORE_BACKUP,1
ransomware,LOW,0.628775658086782,48,ESCALATE,2
ransomware,MEDIUM,0.6408588344576908,21,ISOLATE_HOST,1
ransomware,LOW,0.9051951439406352,10,ESCALATE,2
ransomware,MEDIUM,0.6068402685771085,27,ISOLATE_HOST,1
ransomware,LOW,0.7269536651330855,28,ESCALATE,2
ransomware,LOW,0.9322196178973794,45,ESCALATE,2
ransomware,LOW,0.774327746191366,10,ESCALATE,2
ransomware,LOW,0.7461858948490764,21,ESCALATE,2
ransomware,LOW,0.6128890769254577,8,ESCALATE,2
ransomware,LOW,0.6757562914013405,1,ESCALATE,2
ransomware,LOW,0.7145865921144614,20,ESCALATE,2
ransomware,MEDIUM,0.7341419024146774,1,ISOLATE_HOST,1
ransomware,HIGH,0.9435755381947776,36,RESTORE_BACKUP,1
ransomware,HIGH,0.7196408414856714,47,RESTORE_BACKUP,1
ransomware,MEDIUM,0.8610171748019507,2,ISOLATE_HOST,1
ransomware,LOW,0.6788763596078363,14,ESCALATE,2
ransomware,HIGH,0.8203517247246783,1,RESTORE_BACKUP,1
ransomware,LOW,0.6186590051917122,44,ESCALATE,2
ransomware,LOW,0.9358544358330488,8,ESCALATE,2
