threat_type,severity,confidence,alert_count,recommended_action,action_priority
brute_force,MEDIUM,0.6290880998126986,49,RESET_PASSWORD,2
brute_force,HIGH,0.9453212010293096,9,DISABLE_ACCOUNT,1
brute_force,HIGH,0.9838079792331472,39,DISABLE_ACCOUNT,1
brute_force,HIGH,0.7819079129274329,39,DISABLE_ACCOUNT,1
brute_force,HIGH,0.8317008219778526,17,DISABLE_ACCOUNT,1
brute_force,MEDIUM,0.9080262216514442,41,RESET_PASSWORD,2
brute_force,LOW,0.70125391326498,5,MONITOR,3
brute_force,LOW,0.6753289857541869,33,MONITOR,3
brute_force,HIGH,0.91206208201697,18,DISABLE_ACCOUNT,1
brute_force,MEDIUM,0.6605552438199336,1,RESET_PASSWORD,2
brute_force,HIGH,0.6929564313261822,17,DISABLE_ACCOUNT,1
brute_force,LOW,0.801724121394694,28,MONITOR,3
brute_force,LOW,0.6153148231078304,9,MONITOR,3
brute_force,HIGH,0.786903126375547,36,DISABLE_ACCOUNT,1
brute_force,LOW,0.6404238468564823,29,MONITOR,3
brute_force,HIGH,0.8777939675117137,32,DISABLE_ACCOUNT,1
brute_force,HIGH,0.9773458402358138,9,DISABLE_ACCOUNT,1
brute_force,LOW,0.7301945248301259,7,MONITOR,3
brute_force,MEDIUM,0.8559048764326844,24,RESET_PASSWORD,2
brute_force,MEDIUM,0.6552370937544195,44,RESET_PASSWORD,2
brute_force,HIGH,0.8019233758345974,45,DISABLE_ACCOUNT,1
brute_force,HIGH,0.942471793159802,30,DISABLE_ACCOUNT,1
brute_force,LOW,0.8185481504489411,49,MONITOR,3
brute_force,MEDIUM,0.9679079586226664,39,RESET_PASSWORD,2
brute_force,MEDIUM,0.9735572669140592,15,RESET_PASSWORD,2
brute_force,LOW,0.7552783581552971,33,MONITOR,3
brute_force,LOW,0.9238328528109956,28,MONITOR,3
brute_force,MEDIUM,0.8446493314263335,10,RESET_PASSWORD,2
brute_force,LOW,0.9759093518438317,22,MONITOR,3
brute_force,LOW,0.8981107851626353,31,MONITOR,3
brute_force,LOW,0.945552260973356,7,MONITOR,3
brute_force,MEDIUM,0.6685135286686033,31,RESET_PASSWORD,2
brute_force,LOW,0.7261647622123849,17,MONITOR,3
brute_force,HIGH,0.8836267746983787,13,DISABLE_ACCOUNT,1
brute_force,LOW,0.6779288010116364,32,MONITOR,3
brute_force,MEDIUM,0.9794774986139084,42,RESET_PASSWORD,2
brute_force,LOW,0.8691376221274443,7,MONITOR,3
brute_force,HIGH,0.8553288034031725,6,DISABLE_ACCOUNT,1
brute_force,LOW,0.9574755417920736,29,MONITOR,3
brute_force,MEDIUM,0.775010969321077,22,RESET_PASSWORD,2
brute_force,MEDIUM,0.7109352464721624,37,RESET_PASSWORD,2
brute_force,LOW,0.8746868011072009,27,MONITOR,3
brute_force,LOW,0.6484304405148432,16,MONITOR,3
brute_force,HIGH,0.8167273793003603,36,DISABLE_ACCOUNT,1
brute_force,MEDIUM,0.9867563978701316,43,RESET_PASSWORD,2
brute_force,LOW,0.9362612511114944,24,MONITOR,3
brute_force,HIGH,0.695769396605521,10,DISABLE_ACCOUNT,1
brute_force,MEDIUM,0.8212921839485123,29,RESET_PASSWORD,2
brute_force,HIGH,0.8711531201966766,7,DISABLE_ACCOUNT,1
brute_force,MEDIUM,0.8418270976487228,35,RESET_PASSWORD,2
brute_force,LOW,0.8488070800388179,43,MONITOR,3
brute_force,HIGH,0.8460151096761332,6,DISABLE_ACCOUNT,1
brute_force,HIGH,0.6777750788854934,35,DISABLE_ACCOUNT,1
brute_force,MEDIUM,0.9133914197283376,24,RESET_PASSWORD,2
brute_force,MEDIUM,0.821205163727797,13,RESET_PASSWORD,2
brute_force,HIGH,0.7103198347591083,40,DISABLE_ACCOUNT,1
brute_force,LOW,0.7264569531476828,7,MONITOR,3
brute_force,LOW,0.975775698468912,46,MONITOR,3
brute_force,HIGH,0.6331096913404763,42,DISABLE_ACCOUNT,1
brute_force,LOW,0.712933453571124,23,MONITOR,3
brute_force,MEDIUM,0.6800092668238886,28,RESET_PASSWORD,2
brute_force,LOW,0.7340328739296543,10,MONITOR,3
