alert1_ip,alert2_ip,time_diff_minutes,threat_type,correlation_text,should_correlate
192.168.8.101,192.168.6.201,56,phishing,phishing attack from 192.168.8.101 unrelated to other incidents,0
192.168.2.76,192.168.6.101,109,phishing,phishing attack from 192.168.2.76 unrelated to other incidents,0
192.168.3.151,192.168.1.76,37,phishing,Single point phishing detection at 192.168.3.151 independent,0
192.168.2.201,192.168.3.176,67,phishing,Single point phishing detection at 192.168.2.201 independent,0
192.168.6.101,192.168.6.101,3,phishing,Correlated threat: phishing activity from 192.168.6.101 and 192.168.6.101 same source network,1
192.168.9.1,192.168.2.226,75,phishing,Isolated phishing from 192.168.9.1 not related to other activity,0
192.168.3.51,192.168.7.51,91,phishing,Single user user1 at 192.168.3.51 suspicious activity standalone,0
192.168.5.201,192.168.6.226,116,phishing,phishing attack from 192.168.5.201 unrelated to other incidents,0
192.168.3.51,192.168.3.76,2,phishing,Multiple phishing attacks: 192.168.3.51 -> 192.168.3.76 with common pattern,1
192.168.1.101,192.168.8.151,77,phishing,Single point phishing detection at 192.168.1.101 independent,0
192.168.7.76,192.168.7.76,3,phishing,"eve at 192.168.7.76 attempted data access, then user1 at 192.168.7.76 accessed same resource",1
192.168.7.101,192.168.7.176,2,phishing,"user1 at 192.168.7.101 attempted data access, then charlie at 192.168.7.176 accessed same resource",1
192.168.1.26,192.168.3.26,68,phishing,Unique threat pattern at 192.168.1.26 no correlation,0
192.168.3.201,192.168.3.51,5,phishing,Failed login from 192.168.3.201 followed by failed login from 192.168.3.51 within 2 minutes,1
192.168.5.151,192.168.3.201,56,phishing,Single point phishing detection at 192.168.5.151 independent,0
192.168.9.176,192.168.9.226,3,phishing,"alice at 192.168.9.176 attempted data access, then david at 192.168.9.226 accessed same resource",1
192.168.8.26,192.168.4.26,64,phishing,phishing attack from 192.168.8.26 unrelated to other incidents,0
192.168.5.76,192.168.2.226,56,phishing,phishing attack from 192.168.5.76 unrelated to other incidents,0
192.168.4.226,192.168.5.201,102,phishing,Single user alice at 192.168.4.226 suspicious activity standalone,0
192.168.8.201,192.168.3.76,118,phishing,phishing attack from 192.168.8.201 unrelated to other incidents,0
192.168.5.226,192.168.5.201,4,phishing,Multiple phishing attacks: 192.168.5.226 -> 192.168.5.201 with common pattern,1
192.168.5.51,192.168.5.226,2,phishing,Alert streak: phishing detected at 192.168.5.51 and 192.168.5.226 in 5-min window,1
192.168.7.226,192.168.9.176,53,phishing,Isolated phishing from 192.168.7.226 not related to other activity,0
192.168.5.26,192.168.7.176,120,phishing,Single point phishing detection at 192.168.5.26 independent,0
192.168.3.201,192.168.6.51,79,phishing,Unique threat pattern at 192.168.3.201 no correlation,0
192.168.1.26,192.168.3.176,56,phishing,Single point phishing detection at 192.168.1.26 independent,0
192.168.6.176,192.168.5.126,85,phishing,Single user user1 at 192.168.6.176 suspicious activity standalone,0
192.168.5.76,192.168.5.151,3,phishing,Correlated threat: phishing activity from 192.168.5.76 and 192.168.5.151 same source network,1
192.168.4.51,192.168.1.126,98,phishing,Unique threat pattern at 192.168.4.51 no correlation,0
192.168.3.201,192.168.6.126,41,phishing,Unique threat pattern at 192.168.3.201 no correlation,0
192.168.7.51,192.168.4.101,111,phishing,Unique threat pattern at 192.168.7.51 no correlation,0
192.168.9.51,192.168.9.1,5,phishing,Alert streak: phishing detected at 192.168.9.51 and 192.168.9.1 in 5-min window,1
192.168.2.176,192.168.2.51,3,phishing,Multiple phishing attacks: 192.168.2.176 -> 192.168.2.51 with common pattern,1
192.168.5.26,192.168.4.176,114,phishing,phishing attack from 192.168.5.26 unrelated to other incidents,0
192.168.4.1,192.168.4.1,4,phishing,Multiple phishing attacks: 192.168.4.1 -> 192.168.4.1 with common pattern,1
192.168.6.201,192.168.4.26,103,phishing,Single user alice at 192.168.6.201 suspicious activity standalone,0
192.168.7.126,192.168.2.101,71,phishing,phishing attack from 192.168.7.126 unrelated to other incidents,0
192.168.4.226,192.168.4.76,2,phishing,Failed login from 192.168.4.226 followed by failed login from 192.168.4.76 within 2 minutes,1
192.168.5.76,192.168.5.1,2,phishing,"eve at 192.168.5.76 attempted data access, then eve at 192.168.5.1 accessed same resource",1
192.168.8.51,192.168.8.76,5,phishing,Correlated threat: phishing activity from 192.168.8.51 and 192.168.8.76 same source network,1
192.168.7.226,192.168.7.101,2,phishing,Correlated threat: phishing activity from 192.168.7.226 and 192.168.7.101 same source network,1
192.168.5.1,192.168.8.151,112,phishing,Isolated phishing from 192.168.5.1 not related to other activity,0
192.168.7.26,192.168.7.1,4,phishing,Alert streak: phishing detected at 192.168.7.26 and 192.168.7.1 in 5-min window,1
192.168.2.151,192.168.6.201,46,phishing,Unique threat pattern at 192.168.2.151 no correlation,0
192.168.2.1,192.168.7.101,62,phishing,Single user david at 192.168.2.1 suspicious activity standalone,0
192.168.6.151,192.168.1.176,76,phishing,phishing attack from 192.168.6.151 unrelated to other incidents,0
192.168.3.101,192.168.8.76,113,phishing,Unique threat pattern at 192.168.3.101 no correlation,0
192.168.1.151,192.168.1.76,5,phishing,"user1 at 192.168.1.151 attempted data access, then alice at 192.168.1.76 accessed same resource",1
192.168.3.101,192.168.3.76,5,phishing,Alert streak: phishing detected at 192.168.3.101 and 192.168.3.76 in 5-min window,1
192.168.6.201,192.168.9.201,76,phishing,Single user charlie at 192.168.6.201 suspicious activity standalone,0
192.168.8.76,192.168.6.201,45,phishing,Single point phishing detection at 192.168.8.76 independent,0
192.168.9.151,192.168.9.26,4,phishing,"eve at 192.168.9.151 attempted data access, then alice at 192.168.9.26 accessed same resource",1
192.168.1.26,192.168.1.76,2,phishing,"user2 at 192.168.1.26 attempted data access, then alice at 192.168.1.76 accessed same resource",1
192.168.3.26,192.168.3.1,2,phishing,Correlated threat: phishing activity from 192.168.3.26 and 192.168.3.1 same source network,1
192.168.7.76,192.168.7.151,3,phishing,Multiple phishing attacks: 192.168.7.76 -> 192.168.7.151 with common pattern,1
192.168.6.226,192.168.5.201,40,phishing,phishing attack from 192.168.6.226 unrelated to other incidents,0
192.168.1.51,192.168.1.51,2,phishing,"charlie at 192.168.1.51 attempted data access, then bob at 192.168.1.51 accessed same resource",1
192.168.9.1,192.168.9.1,2,phishing,Alert streak: phishing detected at 192.168.9.1 and 192.168.9.1 in 5-min window,1
192.168.1.101,192.168.3.76,101,phishing,Isolated phishing from 192.168.1.101 not related to other activity,0
192.168.8.51,192.168.8.151,2,phishing,Correlated threat: phishing activity from 192.168.8.51 and 192.168.8.151 same source network,1
192.168.4.26,192.168.8.101,67,phishing,Single point phishing detection at 192.168.4.26 independent,0
192.168.8.51,192.168.8.176,4,phishing,"alice at 192.168.8.51 attempted data access, then alice at 192.168.8.176 accessed same resource",1
192.168.9.1,192.168.9.151,1,phishing,"charlie at 192.168.9.1 attempted data access, then charlie at 192.168.9.151 accessed same resource",1
192.168.4.226,192.168.4.26,1,phishing,Alert streak: phishing detected at 192.168.4.226 and 192.168.4.26 in 5-min window,1
192.168.8.226,192.168.9.1,46,phishing,Single point phishing detection at 192.168.8.226 independent,0
192.168.6.201,192.168.8.176,45,phishing,Unique threat pattern at 192.168.6.201 no correlation,0
192.168.3.226,192.168.1.1,90,phishing,phishing attack from 192.168.3.226 unrelated to other incidents,0
192.168.2.126,192.168.6.76,98,phishing,Isolated phishing from 192.168.2.126 not related to other activity,0
192.168.4.176,192.168.4.126,5,phishing,"charlie at 192.168.4.176 attempted data access, then user2 at 192.168.4.126 accessed same resource",1
192.168.2.101,192.168.7.26,89,phishing,Isolated phishing from 192.168.2.101 not related to other activity,0
192.168.4.151,192.168.4.126,5,phishing,"alice at 192.168.4.151 attempted data access, then eve at 192.168.4.126 accessed same resource",1
192.168.4.176,192.168.1.201,84,phishing,phishing attack from 192.168.4.176 unrelated to other incidents,0
192.168.7.201,192.168.7.151,5,phishing,"user1 at 192.168.7.201 attempted data access, then charlie at 192.168.7.151 accessed same resource",1
192.168.9.1,192.168.9.176,5,phishing,Correlated threat: phishing activity from 192.168.9.1 and 192.168.9.176 same source network,1
192.168.1.176,192.168.8.51,114,phishing,phishing attack from 192.168.1.176 unrelated to other incidents,0
192.168.9.176,192.168.9.26,5,phishing,Multiple phishing attacks: 192.168.9.176 -> 192.168.9.26 with common pattern,1
192.168.4.226,192.168.4.51,1,phishing,Correlated threat: phishing activity from 192.168.4.226 and 192.168.4.51 same source network,1
192.168.1.26,192.168.1.176,2,phishing,Alert streak: phishing detected at 192.168.1.26 and 192.168.1.176 in 5-min window,1
192.168.5.201,192.168.6.201,31,phishing,Isolated phishing from 192.168.5.201 not related to other activity,0
192.168.4.51,192.168.4.126,1,phishing,Failed login from 192.168.4.51 followed by failed login from 192.168.4.126 within 2 minutes,1
192.168.2.101,192.168.2.176,2,phishing,Multiple phishing attacks: 192.168.2.101 -> 192.168.2.176 with common pattern,1
192.168.5.1,192.168.1.176,67,phishing,Unique threat pattern at 192.168.5.1 no correlation,0
192.168.8.151,192.168.5.176,30,phishing,Unique threat pattern at 192.168.8.151 no correlation,0
192.168.6.226,192.168.8.101,57,phishing,Unique threat pattern at 192.168.6.226 no correlation,0
192.168.7.126,192.168.2.1,43,phishing,Unique threat pattern at 192.168.7.126 no correlation,0
192.168.6.1,192.168.3.176,103,phishing,phishing attack from 192.168.6.1 unrelated to other incidents,0
192.168.4.201,192.168.4.26,3,phishing,Multiple phishing attacks: 192.168.4.201 -> 192.168.4.26 with common pattern,1
192.168.9.76,192.168.7.201,106,phishing,Single point phishing detection at 192.168.9.76 independent,0
192.168.1.51,192.168.3.201,66,phishing,Isolated phishing from 192.168.1.51 not related to other activity,0
192.168.1.1,192.168.1.26,2,phishing,Correlated threat: phishing activity from 192.168.1.1 and 192.168.1.26 same source network,1
192.168.5.201,192.168.5.101,1,phishing,Multiple phishing attacks: 192.168.5.201 -> 192.168.5.101 with common pattern,1
192.168.5.176,192.168.4.226,51,phishing,Isolated phishing from 192.168.5.176 not related to other activity,0
192.168.5.126,192.168.1.226,63,phishing,Single point phishing detection at 192.168.5.126 independent,0
192.168.3.26,192.168.3.51,1,phishing,Failed login from 192.168.3.26 followed by failed login from 192.168.3.51 within 2 minutes,1
192.168.1.26,192.168.1.101,5,phishing,Multiple phishing attacks: 192.168.1.26 -> 192.168.1.101 with common pattern,1
192.168.1.1,192.168.6.126,98,phishing,Single user alice at 192.168.1.1 suspicious activity standalone,0
192.168.6.1,192.168.6.51,5,phishing,Failed login from 192.168.6.1 followed by failed login from 192.168.6.51 within 2 minutes,1
192.168.8.26,192.168.8.76,4,phishing,"admin at 192.168.8.26 attempted data access, then bob at 192.168.8.76 accessed same resource",1
192.168.7.226,192.168.4.126,57,phishing,Single point phishing detection at 192.168.7.226 independent,0
192.168.6.51,192.168.6.201,1,phishing,"user2 at 192.168.6.51 attempted data access, then eve at 192.168.6.201 accessed same resource",1
192.168.4.176,192.168.4.51,1,phishing,"david at 192.168.4.176 attempted data access, then charlie at 192.168.4.51 accessed same resource",1
192.168.5.201,192.168.5.26,4,phishing,Alert streak: phishing detected at 192.168.5.201 and 192.168.5.26 in 5-min window,1
192.168.8.1,192.168.8.1,5,phishing,Failed login from 192.168.8.1 followed by failed login from 192.168.8.1 within 2 minutes,1
192.168.3.201,192.168.3.101,1,phishing,Alert streak: phishing detected at 192.168.3.201 and 192.168.3.101 in 5-min window,1
192.168.4.51,192.168.3.1,68,phishing,Unique threat pattern at 192.168.4.51 no correlation,0
192.168.7.176,192.168.6.76,74,phishing,phishing attack from 192.168.7.176 unrelated to other incidents,0
192.168.5.51,192.168.5.76,2,phishing,Alert streak: phishing detected at 192.168.5.51 and 192.168.5.76 in 5-min window,1
192.168.3.176,192.168.4.26,102,phishing,phishing attack from 192.168.3.176 unrelated to other incidents,0
192.168.5.1,192.168.5.201,5,phishing,"user1 at 192.168.5.1 attempted data access, then alice at 192.168.5.201 accessed same resource",1
192.168.8.151,192.168.8.176,2,phishing,Alert streak: phishing detected at 192.168.8.151 and 192.168.8.176 in 5-min window,1
192.168.6.226,192.168.4.1,86,phishing,Single point phishing detection at 192.168.6.226 independent,0
192.168.3.176,192.168.3.76,2,phishing,Multiple phishing attacks: 192.168.3.176 -> 192.168.3.76 with common pattern,1
192.168.4.26,192.168.4.1,5,phishing,Alert streak: phishing detected at 192.168.4.26 and 192.168.4.1 in 5-min window,1
192.168.4.51,192.168.4.126,3,phishing,"user1 at 192.168.4.51 attempted data access, then eve at 192.168.4.126 accessed same resource",1
192.168.6.76,192.168.6.226,4,phishing,"admin at 192.168.6.76 attempted data access, then bob at 192.168.6.226 accessed same resource",1
192.168.1.76,192.168.1.201,3,phishing,Alert streak: phishing detected at 192.168.1.76 and 192.168.1.201 in 5-min window,1
192.168.8.126,192.168.8.226,1,phishing,Multiple phishing attacks: 192.168.8.126 -> 192.168.8.226 with common pattern,1
192.168.7.201,192.168.8.226,61,phishing,Single point phishing detection at 192.168.7.201 independent,0
192.168.1.26,192.168.8.26,47,phishing,Single user admin at 192.168.1.26 suspicious activity standalone,0
192.168.3.126,192.168.3.101,2,phishing,Failed login from 192.168.3.126 followed by failed login from 192.168.3.101 within 2 minutes,1
192.168.4.151,192.168.6.176,88,phishing,Single point phishing detection at 192.168.4.151 independent,0
192.168.8.26,192.168.6.101,112,phishing,Single point phishing detection at 192.168.8.26 independent,0
192.168.1.176,192.168.2.51,67,phishing,Unique threat pattern at 192.168.1.176 no correlation,0
192.168.7.101,192.168.7.26,2,phishing,Multiple phishing attacks: 192.168.7.101 -> 192.168.7.26 with common pattern,1
192.168.5.76,192.168.6.101,84,phishing,Single user user2 at 192.168.5.76 suspicious activity standalone,0
192.168.1.201,192.168.6.226,79,phishing,Isolated phishing from 192.168.1.201 not related to other activity,0
192.168.7.51,192.168.8.151,37,phishing,Single point phishing detection at 192.168.7.51 independent,0
192.168.1.151,192.168.1.226,3,phishing,Multiple phishing attacks: 192.168.1.151 -> 192.168.1.226 with common pattern,1
192.168.2.151,192.168.3.51,61,phishing,Single point phishing detection at 192.168.2.151 independent,0
192.168.9.1,192.168.5.1,101,phishing,phishing attack from 192.168.9.1 unrelated to other incidents,0
192.168.7.226,192.168.4.151,109,phishing,Unique threat pattern at 192.168.7.226 no correlation,0
192.168.8.101,192.168.8.1,5,phishing,Multiple phishing attacks: 192.168.8.101 -> 192.168.8.1 with common pattern,1
192.168.2.126,192.168.8.101,51,phishing,Unique threat pattern at 192.168.2.126 no correlation,0
192.168.7.101,192.168.9.151,106,phishing,Single user alice at 192.168.7.101 suspicious activity standalone,0
192.168.2.101,192.168.5.201,42,phishing,phishing attack from 192.168.2.101 unrelated to other incidents,0
192.168.3.226,192.168.4.151,32,phishing,Single user charlie at 192.168.3.226 suspicious activity standalone,0
192.168.6.76,192.168.4.51,79,phishing,Single point phishing detection at 192.168.6.76 independent,0
192.168.2.176,192.168.7.51,88,phishing,Isolated phishing from 192.168.2.176 not related to other activity,0
192.168.5.226,192.168.7.76,39,phishing,Single user admin at 192.168.5.226 suspicious activity standalone,0
192.168.5.226,192.168.5.201,3,phishing,Failed login from 192.168.5.226 followed by failed login from 192.168.5.201 within 2 minutes,1
192.168.2.101,192.168.2.201,5,phishing,Correlated threat: phishing activity from 192.168.2.101 and 192.168.2.201 same source network,1
192.168.5.226,192.168.5.76,3,phishing,Multiple phishing attacks: 192.168.5.226 -> 192.168.5.76 with common pattern,1
192.168.7.126,192.168.8.201,67,phishing,Unique threat pattern at 192.168.7.126 no correlation,0
192.168.7.26,192.168.8.151,52,phishing,Isolated phishing from 192.168.7.26 not related to other activity,0
192.168.3.51,192.168.3.51,3,phishing,Multiple phishing attacks: 192.168.3.51 -> 192.168.3.51 with common pattern,1
192.168.3.76,192.168.3.176,2,phishing,Correlated threat: phishing activity from 192.168.3.76 and 192.168.3.176 same source network,1
192.168.5.1,192.168.5.226,4,phishing,Multiple phishing attacks: 192.168.5.1 -> 192.168.5.226 with common pattern,1
192.168.3.101,192.168.3.26,3,phishing,Correlated threat: phishing activity from 192.168.3.101 and 192.168.3.26 same source network,1
192.168.8.101,192.168.1.201,77,phishing,Isolated phishing from 192.168.8.101 not related to other activity,0
192.168.7.226,192.168.5.1,112,phishing,Single point phishing detection at 192.168.7.226 independent,0
192.168.3.1,192.168.3.126,2,phishing,Multiple phishing attacks: 192.168.3.1 -> 192.168.3.126 with common pattern,1
192.168.7.76,192.168.7.201,4,phishing,Correlated threat: phishing activity from 192.168.7.76 and 192.168.7.201 same source network,1
192.168.7.226,192.168.7.226,3,phishing,Multiple phishing attacks: 192.168.7.226 -> 192.168.7.226 with common pattern,1
192.168.9.76,192.168.7.176,36,phishing,Single point phishing detection at 192.168.9.76 independent,0
192.168.7.76,192.168.7.1,2,phishing,Failed login from 192.168.7.76 followed by failed login from 192.168.7.1 within 2 minutes,1
192.168.1.101,192.168.1.151,1,phishing,Multiple phishing attacks: 192.168.1.101 -> 192.168.1.151 with common pattern,1
192.168.3.176,192.168.3.101,1,phishing,Alert streak: phishing detected at 192.168.3.176 and 192.168.3.101 in 5-min window,1
192.168.3.226,192.168.8.101,99,phishing,Single point phishing detection at 192.168.3.226 independent,0
192.168.5.201,192.168.5.26,3,phishing,Multiple phishing attacks: 192.168.5.201 -> 192.168.5.26 with common pattern,1
192.168.3.126,192.168.9.26,113,phishing,Single user user1 at 192.168.3.126 suspicious activity standalone,0
192.168.1.76,192.168.7.26,35,phishing,Unique threat pattern at 192.168.1.76 no correlation,0
192.168.6.1,192.168.7.126,82,phishing,Unique threat pattern at 192.168.6.1 no correlation,0
192.168.8.1,192.168.4.226,107,phishing,phishing attack from 192.168.8.1 unrelated to other incidents,0
192.168.8.1,192.168.3.176,60,phishing,phishing attack from 192.168.8.1 unrelated to other incidents,0
