alert1_ip,alert2_ip,time_diff_minutes,threat_type,correlation_text,should_correlate
192.168.6.226,192.168.6.126,2,ransomware,Failed login from 192.168.6.226 followed by failed login from 192.168.6.126 within 2 minutes,1
192.168.8.76,192.168.7.26,100,ransomware,ransomware attack from 192.168.8.76 unrelated to other incidents,0
192.168.5.1,192.168.5.176,3,ransomware,Failed login from 192.168.5.1 followed by failed login from 192.168.5.176 within 2 minutes,1
192.168.1.176,192.168.9.76,40,ransomware,Single point ransomware detection at 192.168.1.176 independent,0
192.168.3.1,192.168.5.76,111,ransomware,Single user david at 192.168.3.1 suspicious activity standalone,0
192.168.3.76,192.168.7.151,75,ransomware,Single user alice at 192.168.3.76 suspicious activity standalone,0
192.168.6.51,192.168.6.126,5,ransomware,Multiple ransomware attacks: 192.168.6.51 -> 192.168.6.126 with common pattern,1
192.168.9.101,192.168.4.176,119,ransomware,Unique threat pattern at 192.168.9.101 no correlation,0
192.168.5.101,192.168.5.176,4,ransomware,Alert streak: ransomware detected at 192.168.5.101 and 192.168.5.176 in 5-min window,1
192.168.7.201,192.168.5.151,118,ransomware,Single point ransomware detection at 192.168.7.201 independent,0
192.168.7.76,192.168.7.51,5,ransomware,Failed login from 192.168.7.76 followed by failed login from 192.168.7.51 within 2 minutes,1
192.168.5.26,192.168.5.151,4,ransomware,Alert streak: ransomware detected at 192.168.5.26 and 192.168.5.151 in 5-min window,1
192.168.3.226,192.168.3.51,4,ransomware,Failed login from 192.168.3.226 followed by failed login from 192.168.3.51 within 2 minutes,1
192.168.8.101,192.168.1.151,117,ransomware,Unique threat pattern at 192.168.8.101 no correlation,0
192.168.2.101,192.168.3.76,64,ransomware,Isolated ransomware from 192.168.2.101 not related to other activity,0
192.168.4.151,192.168.6.51,68,ransomware,ransomware attack from 192.168.4.151 unrelated to other incidents,0
192.168.2.51,192.168.2.51,3,ransomware,Correlated threat: ransomware activity from 192.168.2.51 and 192.168.2.51 same source network,1
192.168.4.26,192.168.4.201,3,ransomware,Multiple ransomware attacks: 192.168.4.26 -> 192.168.4.201 with common pattern,1
192.168.9.176,192.168.4.226,106,ransomware,Single user charlie at 192.168.9.176 suspicious activity standalone,0
192.168.8.51,192.168.1.176,55,ransomware,Unique threat pattern at 192.168.8.51 no correlation,0
192.168.8.26,192.168.7.176,108,ransomware,Unique threat pattern at 192.168.8.26 no correlation,0
192.168.4.76,192.168.4.51,5,ransomware,Failed login from 192.168.4.76 followed by failed login from 192.168.4.51 within 2 minutes,1
192.168.3.226,192.168.6.101,77,ransomware,Single point ransomware detection at 192.168.3.226 independent,0
192.168.4.226,192.168.4.51,4,ransomware,Alert streak: ransomware detected at 192.168.4.226 and 192.168.4.51 in 5-min window,1
192.168.3.1,192.168.6.1,47,ransomware,Single user eve at 192.168.3.1 suspicious activity standalone,0
192.168.6.126,192.168.2.201,60,ransomware,Single user admin at 192.168.6.126 suspicious activity standalone,0
192.168.3.51,192.168.2.1,67,ransomware,Single point ransomware detection at 192.168.3.51 independent,0
192.168.8.51,192.168.8.126,5,ransomware,Multiple ransomware attacks: 192.168.8.51 -> 192.168.8.126 with common pattern,1
192.168.6.1,192.168.2.201,74,ransomware,Single user charlie at 192.168.6.1 suspicious activity standalone,0
192.168.2.226,192.168.2.201,2,ransomware,Correlated threat: ransomware activity from 192.168.2.226 and 192.168.2.201 same source network,1
192.168.9.201,192.168.9.176,1,ransomware,"bob at 192.168.9.201 attempted data access, then admin at 192.168.9.176 accessed same resource",1
192.168.9.1,192.168.9.201,5,ransomware,Multiple ransomware attacks: 192.168.9.1 -> 192.168.9.201 with common pattern,1
192.168.7.26,192.168.7.76,5,ransomware,"admin at 192.168.7.26 attempted data access, then alice at 192.168.7.76 accessed same resource",1
192.168.4.176,192.168.2.101,67,ransomware,Unique threat pattern at 192.168.4.176 no correlation,0
192.168.1.76,192.168.1.76,2,ransomware,Correlated threat: ransomware activity from 192.168.1.76 and 192.168.1.76 same source network,1
192.168.2.26,192.168.2.26,4,ransomware,Failed login from 192.168.2.26 followed by failed login from 192.168.2.26 within 2 minutes,1
192.168.2.101,192.168.2.51,1,ransomware,"eve at 192.168.2.101 attempted data access, then user1 at 192.168.2.51 accessed same resource",1
192.168.4.76,192.168.6.1,113,ransomware,Unique threat pattern at 192.168.4.76 no correlation,0
192.168.3.126,192.168.2.76,34,ransomware,ransomware attack from 192.168.3.126 unrelated to other incidents,0
192.168.8.201,192.168.8.1,3,ransomware,Alert streak: ransomware detected at 192.168.8.201 and 192.168.8.1 in 5-min window,1
192.168.7.51,192.168.7.76,1,ransomware,Correlated threat: ransomware activity from 192.168.7.51 and 192.168.7.76 same source network,1
192.168.7.151,192.168.1.101,34,ransomware,Single point ransomware detection at 192.168.7.151 independent,0
192.168.7.176,192.168.4.226,114,ransomware,Single point ransomware detection at 192.168.7.176 independent,0
192.168.5.176,192.168.9.26,101,ransomware,ransomware attack from 192.168.5.176 unrelated to other incidents,0
192.168.1.76,192.168.1.226,3,ransomware,Failed login from 192.168.1.76 followed by failed login from 192.168.1.226 within 2 minutes,1
192.168.6.101,192.168.3.151,42,ransomware,ransomware attack from 192.168.6.101 unrelated to other incidents,0
192.168.9.226,192.168.9.1,3,ransomware,Multiple ransomware attacks: 192.168.9.226 -> 192.168.9.1 with common pattern,1
192.168.2.151,192.168.2.201,1,ransomware,Failed login from 192.168.2.151 followed by failed login from 192.168.2.201 within 2 minutes,1
192.168.5.126,192.168.5.201,5,ransomware,Alert streak: ransomware detected at 192.168.5.126 and 192.168.5.201 in 5-min window,1
192.168.7.76,192.168.8.176,47,ransomware,Single point ransomware detection at 192.168.7.76 independent,0
192.168.7.26,192.168.7.76,4,ransomware,Failed login from 192.168.7.26 followed by failed login from 192.168.7.76 within 2 minutes,1
192.168.7.226,192.168.8.76,105,ransomware,Unique threat pattern at 192.168.7.226 no correlation,0
192.168.4.101,192.168.7.51,90,ransomware,ransomware attack from 192.168.4.101 unrelated to other incidents,0
192.168.8.226,192.168.3.126,95,ransomware,Unique threat pattern at 192.168.8.226 no correlation,0
192.168.9.201,192.168.9.151,3,ransomware,Alert streak: ransomware detected at 192.168.9.201 and 192.168.9.151 in 5-min window,1
192.168.6.101,192.168.6.126,2,ransomware,Multiple ransomware attacks: 192.168.6.101 -> 192.168.6.126 with common pattern,1
192.168.5.126,192.168.5.26,2,ransomware,Correlated threat: ransomware activity from 192.168.5.126 and 192.168.5.26 same source network,1
192.168.8.151,192.168.4.151,37,ransomware,ransomware attack from 192.168.8.151 unrelated to other incidents,0
192.168.1.51,192.168.1.51,5,ransomware,"alice at 192.168.1.51 attempted data access, then david at 192.168.1.51 accessed same resource",1
192.168.4.1,192.168.4.226,1,ransomware,Failed login from 192.168.4.1 followed by failed login from 192.168.4.226 within 2 minutes,1
192.168.5.101,192.168.5.101,2,ransomware,Correlated threat: ransomware activity from 192.168.5.101 and 192.168.5.101 same source network,1
192.168.9.201,192.168.9.26,2,ransomware,Correlated threat: ransomware activity from 192.168.9.201 and 192.168.9.26 same source network,1
192.168.4.151,192.168.4.26,1,ransomware,Alert streak: ransomware detected at 192.168.4.151 and 192.168.4.26 in 5-min window,1
192.168.4.51,192.168.2.201,82,ransomware,Single point ransomware detection at 192.168.4.51 independent,0
192.168.3.226,192.168.7.176,33,ransomware,Isolated ransomware from 192.168.3.226 not related to other activity,0
192.168.4.226,192.168.4.126,2,ransomware,Failed login from 192.168.4.226 followed by failed login from 192.168.4.126 within 2 minutes,1
192.168.9.1,192.168.1.26,115,ransomware,ransomware attack from 192.168.9.1 unrelated to other incidents,0
192.168.4.176,192.168.4.126,3,ransomware,Alert streak: ransomware detected at 192.168.4.176 and 192.168.4.126 in 5-min window,1
192.168.8.76,192.168.8.226,3,ransomware,"bob at 192.168.8.76 attempted data access, then charlie at 192.168.8.226 accessed same resource",1
192.168.9.151,192.168.6.226,31,ransomware,ransomware attack from 192.168.9.151 unrelated to other incidents,0
192.168.8.226,192.168.7.76,54,ransomware,Unique threat pattern at 192.168.8.226 no correlation,0
192.168.2.101,192.168.2.1,4,ransomware,Correlated threat: ransomware activity from 192.168.2.101 and 192.168.2.1 same source network,1
192.168.5.176,192.168.9.126,55,ransomware,Isolated ransomware from 192.168.5.176 not related to other activity,0
192.168.4.151,192.168.5.226,83,ransomware,Single user admin at 192.168.4.151 suspicious activity standalone,0
192.168.1.51,192.168.5.226,100,ransomware,Unique threat pattern at 192.168.1.51 no correlation,0
192.168.2.1,192.168.4.26,117,ransomware,Unique threat pattern at 192.168.2.1 no correlation,0
192.168.3.26,192.168.3.51,3,ransomware,"david at 192.168.3.26 attempted data access, then user1 at 192.168.3.51 accessed same resource",1
192.168.7.101,192.168.6.101,83,ransomware,Single user user1 at 192.168.7.101 suspicious activity standalone,0
192.168.1.101,192.168.1.126,2,ransomware,Alert streak: ransomware detected at 192.168.1.101 and 192.168.1.126 in 5-min window,1
192.168.4.176,192.168.4.151,2,ransomware,Multiple ransomware attacks: 192.168.4.176 -> 192.168.4.151 with common pattern,1
192.168.8.151,192.168.8.176,4,ransomware,Failed login from 192.168.8.151 followed by failed login from 192.168.8.176 within 2 minutes,1
192.168.3.151,192.168.1.26,34,ransomware,Isolated ransomware from 192.168.3.151 not related to other activity,0
192.168.7.76,192.168.8.201,46,ransomware,Single user alice at 192.168.7.76 suspicious activity standalone,0
192.168.7.176,192.168.7.1,3,ransomware,Alert streak: ransomware detected at 192.168.7.176 and 192.168.7.1 in 5-min window,1
192.168.2.76,192.168.7.76,74,ransomware,ransomware attack from 192.168.2.76 unrelated to other incidents,0
192.168.8.126,192.168.8.226,4,ransomware,Alert streak: ransomware detected at 192.168.8.126 and 192.168.8.226 in 5-min window,1
192.168.2.26,192.168.1.101,69,ransomware,ransomware attack from 192.168.2.26 unrelated to other incidents,0
192.168.5.1,192.168.5.76,4,ransomware,Correlated threat: ransomware activity from 192.168.5.1 and 192.168.5.76 same source network,1
192.168.5.1,192.168.7.176,35,ransomware,Unique threat pattern at 192.168.5.1 no correlation,0
192.168.9.1,192.168.7.201,84,ransomware,Unique threat pattern at 192.168.9.1 no correlation,0
192.168.6.1,192.168.6.201,3,ransomware,"user2 at 192.168.6.1 attempted data access, then charlie at 192.168.6.201 accessed same resource",1
192.168.3.101,192.168.5.151,47,ransomware,Unique threat pattern at 192.168.3.101 no correlation,0
192.168.9.76,192.168.9.201,2,ransomware,Alert streak: ransomware detected at 192.168.9.76 and 192.168.9.201 in 5-min window,1
192.168.1.126,192.168.1.126,4,ransomware,Failed login from 192.168.1.126 followed by failed login from 192.168.1.126 within 2 minutes,1
192.168.1.26,192.168.1.176,2,ransomware,Alert streak: ransomware detected at 192.168.1.26 and 192.168.1.176 in 5-min window,1
192.168.9.1,192.168.9.151,3,ransomware,Failed login from 192.168.9.1 followed by failed login from 192.168.9.151 within 2 minutes,1
192.168.8.226,192.168.7.126,48,ransomware,Isolated ransomware from 192.168.8.226 not related to other activity,0
192.168.2.51,192.168.5.176,32,ransomware,Isolated ransomware from 192.168.2.51 not related to other activity,0
192.168.5.226,192.168.5.76,2,ransomware,Correlated threat: ransomware activity from 192.168.5.226 and 192.168.5.76 same source network,1
192.168.9.51,192.168.2.226,38,ransomware,Single user bob at 192.168.9.51 suspicious activity standalone,0
192.168.7.1,192.168.7.226,3,ransomware,Correlated threat: ransomware activity from 192.168.7.1 and 192.168.7.226 same source network,1
192.168.6.176,192.168.8.151,42,ransomware,Isolated ransomware from 192.168.6.176 not related to other activity,0
192.168.3.51,192.168.9.151,57,ransomware,Unique threat pattern at 192.168.3.51 no correlation,0
192.168.9.176,192.168.1.1,49,ransomware,Single user alice at 192.168.9.176 suspicious activity standalone,0
192.168.6.151,192.168.8.76,41,ransomware,Single user user2 at 192.168.6.151 suspicious activity standalone,0
192.168.4.1,192.168.4.1,4,ransomware,Multiple ransomware attacks: 192.168.4.1 -> 192.168.4.1 with common pattern,1
192.168.1.51,192.168.5.126,116,ransomware,Single user admin at 192.168.1.51 suspicious activity standalone,0
192.168.5.76,192.168.5.226,4,ransomware,Failed login from 192.168.5.76 followed by failed login from 192.168.5.226 within 2 minutes,1
192.168.2.201,192.168.6.26,59,ransomware,ransomware attack from 192.168.2.201 unrelated to other incidents,0
192.168.1.51,192.168.1.126,2,ransomware,"eve at 192.168.1.51 attempted data access, then user2 at 192.168.1.126 accessed same resource",1
192.168.9.126,192.168.9.151,1,ransomware,"admin at 192.168.9.126 attempted data access, then bob at 192.168.9.151 accessed same resource",1
192.168.7.26,192.168.9.51,103,ransomware,Single point ransomware detection at 192.168.7.26 independent,0
192.168.9.51,192.168.4.1,72,ransomware,Single point ransomware detection at 192.168.9.51 independent,0
192.168.3.151,192.168.7.26,74,ransomware,ransomware attack from 192.168.3.151 unrelated to other incidents,0
192.168.4.76,192.168.4.1,5,ransomware,Alert streak: ransomware detected at 192.168.4.76 and 192.168.4.1 in 5-min window,1
192.168.3.51,192.168.7.76,49,ransomware,Single user eve at 192.168.3.51 suspicious activity standalone,0
192.168.8.26,192.168.7.151,58,ransomware,Isolated ransomware from 192.168.8.26 not related to other activity,0
192.168.7.26,192.168.7.126,4,ransomware,Alert streak: ransomware detected at 192.168.7.26 and 192.168.7.126 in 5-min window,1
192.168.1.151,192.168.2.101,63,ransomware,Unique threat pattern at 192.168.1.151 no correlation,0
192.168.4.226,192.168.4.126,5,ransomware,Correlated threat: ransomware activity from 192.168.4.226 and 192.168.4.126 same source network,1
192.168.3.51,192.168.1.26,65,ransomware,Single user user2 at 192.168.3.51 suspicious activity standalone,0
192.168.7.126,192.168.8.126,120,ransomware,ransomware attack from 192.168.7.126 unrelated to other incidents,0
192.168.6.126,192.168.6.26,1,ransomware,Multiple ransomware attacks: 192.168.6.126 -> 192.168.6.26 with common pattern,1
192.168.1.151,192.168.1.176,4,ransomware,Correlated threat: ransomware activity from 192.168.1.151 and 192.168.1.176 same source network,1
192.168.7.101,192.168.8.201,73,ransomware,Single point ransomware detection at 192.168.7.101 independent,0
192.168.3.201,192.168.3.226,5,ransomware,"user2 at 192.168.3.201 attempted data access, then david at 192.168.3.226 accessed same resource",1
192.168.1.1,192.168.2.226,94,ransomware,Single point ransomware detection at 192.168.1.1 independent,0
192.168.4.101,192.168.8.76,65,ransomware,Isolated ransomware from 192.168.4.101 not related to other activity,0
192.168.1.226,192.168.6.1,91,ransomware,Single user user2 at 192.168.1.226 suspicious activity standalone,0
192.168.4.226,192.168.4.176,4,ransomware,Correlated threat: ransomware activity from 192.168.4.226 and 192.168.4.176 same source network,1
192.168.5.201,192.168.5.126,5,ransomware,Correlated threat: ransomware activity from 192.168.5.201 and 192.168.5.126 same source network,1
192.168.5.76,192.168.3.151,45,ransomware,Unique threat pattern at 192.168.5.76 no correlation,0
192.168.5.101,192.168.5.76,3,ransomware,Failed login from 192.168.5.101 followed by failed login from 192.168.5.76 within 2 minutes,1
192.168.6.151,192.168.1.126,51,ransomware,Unique threat pattern at 192.168.6.151 no correlation,0
192.168.8.76,192.168.8.51,3,ransomware,Correlated threat: ransomware activity from 192.168.8.76 and 192.168.8.51 same source network,1
192.168.3.51,192.168.3.126,3,ransomware,Alert streak: ransomware detected at 192.168.3.51 and 192.168.3.126 in 5-min window,1
192.168.7.176,192.168.1.51,69,ransomware,ransomware attack from 192.168.7.176 unrelated to other incidents,0
192.168.4.201,192.168.8.226,53,ransomware,ransomware attack from 192.168.4.201 unrelated to other incidents,0
192.168.8.1,192.168.7.76,111,ransomware,Single point ransomware detection at 192.168.8.1 independent,0
192.168.3.76,192.168.9.76,47,ransomware,Single user user1 at 192.168.3.76 suspicious activity standalone,0
192.168.3.76,192.168.2.151,34,ransomware,ransomware attack from 192.168.3.76 unrelated to other incidents,0
192.168.9.226,192.168.9.151,1,ransomware,Correlated threat: ransomware activity from 192.168.9.226 and 192.168.9.151 same source network,1
192.168.4.51,192.168.4.51,4,ransomware,Failed login from 192.168.4.51 followed by failed login from 192.168.4.51 within 2 minutes,1
192.168.3.126,192.168.7.1,66,ransomware,ransomware attack from 192.168.3.126 unrelated to other incidents,0
192.168.5.1,192.168.3.51,102,ransomware,ransomware attack from 192.168.5.1 unrelated to other incidents,0
192.168.6.1,192.168.6.26,1,ransomware,Correlated threat: ransomware activity from 192.168.6.1 and 192.168.6.26 same source network,1
192.168.8.201,192.168.6.176,111,ransomware,Isolated ransomware from 192.168.8.201 not related to other activity,0
192.168.5.76,192.168.4.151,76,ransomware,Isolated ransomware from 192.168.5.76 not related to other activity,0
192.168.1.101,192.168.1.201,1,ransomware,Alert streak: ransomware detected at 192.168.1.101 and 192.168.1.201 in 5-min window,1
192.168.6.226,192.168.6.226,2,ransomware,Alert streak: ransomware detected at 192.168.6.226 and 192.168.6.226 in 5-min window,1
192.168.7.176,192.168.7.76,1,ransomware,Failed login from 192.168.7.176 followed by failed login from 192.168.7.76 within 2 minutes,1
192.168.7.226,192.168.3.51,112,ransomware,Unique threat pattern at 192.168.7.226 no correlation,0
192.168.4.151,192.168.4.151,2,ransomware,Correlated threat: ransomware activity from 192.168.4.151 and 192.168.4.151 same source network,1
192.168.6.201,192.168.5.26,95,ransomware,Unique threat pattern at 192.168.6.201 no correlation,0
192.168.7.1,192.168.3.176,97,ransomware,Single point ransomware detection at 192.168.7.1 independent,0
192.168.8.226,192.168.8.126,5,ransomware,Alert streak: ransomware detected at 192.168.8.226 and 192.168.8.126 in 5-min window,1
192.168.9.76,192.168.9.176,1,ransomware,Correlated threat: ransomware activity from 192.168.9.76 and 192.168.9.176 same source network,1
192.168.6.1,192.168.7.101,65,ransomware,Single point ransomware detection at 192.168.6.1 independent,0
192.168.1.151,192.168.1.201,4,ransomware,Alert streak: ransomware detected at 192.168.1.151 and 192.168.1.201 in 5-min window,1
192.168.4.51,192.168.4.201,3,ransomware,Multiple ransomware attacks: 192.168.4.51 -> 192.168.4.201 with common pattern,1
192.168.5.226,192.168.8.51,98,ransomware,Single point ransomware detection at 192.168.5.226 independent,0
192.168.6.101,192.168.6.201,4,ransomware,Multiple ransomware attacks: 192.168.6.101 -> 192.168.6.201 with common pattern,1
192.168.6.101,192.168.9.101,104,ransomware,ransomware attack from 192.168.6.101 unrelated to other incidents,0
192.168.7.1,192.168.7.101,3,ransomware,Alert streak: ransomware detected at 192.168.7.1 and 192.168.7.101 in 5-min window,1
192.168.6.176,192.168.4.176,91,ransomware,ransomware attack from 192.168.6.176 unrelated to other incidents,0
192.168.5.201,192.168.6.226,60,ransomware,Single user bob at 192.168.5.201 suspicious activity standalone,0
192.168.4.101,192.168.5.151,43,ransomware,Single user user1 at 192.168.4.101 suspicious activity standalone,0
192.168.4.126,192.168.4.176,3,ransomware,Correlated threat: ransomware activity from 192.168.4.126 and 192.168.4.176 same source network,1
192.168.1.201,192.168.6.51,56,ransomware,ransomware attack from 192.168.1.201 unrelated to other incidents,0
192.168.8.101,192.168.8.226,4,ransomware,Correlated threat: ransomware activity from 192.168.8.101 and 192.168.8.226 same source network,1
192.168.8.1,192.168.3.151,58,ransomware,Unique threat pattern at 192.168.8.1 no correlation,0
192.168.3.126,192.168.3.151,3,ransomware,Failed login from 192.168.3.126 followed by failed login from 192.168.3.151 within 2 minutes,1
192.168.7.76,192.168.2.76,38,ransomware,ransomware attack from 192.168.7.76 unrelated to other incidents,0
192.168.1.76,192.168.9.101,118,ransomware,Unique threat pattern at 192.168.1.76 no correlation,0
192.168.5.126,192.168.8.151,67,ransomware,Isolated ransomware from 192.168.5.126 not related to other activity,0
192.168.4.51,192.168.1.201,49,ransomware,Single point ransomware detection at 192.168.4.51 independent,0
192.168.3.26,192.168.9.101,111,ransomware,Isolated ransomware from 192.168.3.26 not related to other activity,0
192.168.5.126,192.168.5.176,5,ransomware,Alert streak: ransomware detected at 192.168.5.126 and 192.168.5.176 in 5-min window,1
192.168.4.101,192.168.3.26,56,ransomware,Unique threat pattern at 192.168.4.101 no correlation,0
192.168.1.151,192.168.5.226,115,ransomware,Unique threat pattern at 192.168.1.151 no correlation,0
192.168.1.176,192.168.7.26,104,ransomware,ransomware attack from 192.168.1.176 unrelated to other incidents,0
192.168.8.51,192.168.8.1,3,ransomware,Multiple ransomware attacks: 192.168.8.51 -> 192.168.8.1 with common pattern,1
192.168.1.1,192.168.1.101,3,ransomware,Failed login from 192.168.1.1 followed by failed login from 192.168.1.101 within 2 minutes,1
192.168.4.226,192.168.4.151,5,ransomware,Failed login from 192.168.4.226 followed by failed login from 192.168.4.151 within 2 minutes,1
192.168.8.1,192.168.6.226,46,ransomware,Isolated ransomware from 192.168.8.1 not related to other activity,0
192.168.2.226,192.168.7.26,96,ransomware,Single user charlie at 192.168.2.226 suspicious activity standalone,0
192.168.7.201,192.168.7.1,4,ransomware,Correlated threat: ransomware activity from 192.168.7.201 and 192.168.7.1 same source network,1
192.168.9.151,192.168.9.201,3,ransomware,Correlated threat: ransomware activity from 192.168.9.151 and 192.168.9.201 same source network,1
192.168.9.101,192.168.6.51,73,ransomware,Unique threat pattern at 192.168.9.101 no correlation,0
192.168.8.201,192.168.5.226,117,ransomware,Single point ransomware detection at 192.168.8.201 independent,0
192.168.7.101,192.168.7.226,5,ransomware,Failed login from 192.168.7.101 followed by failed login from 192.168.7.226 within 2 minutes,1
192.168.5.76,192.168.5.176,1,ransomware,"alice at 192.168.5.76 attempted data access, then bob at 192.168.5.176 accessed same resource",1
192.168.3.1,192.168.3.76,5,ransomware,Failed login from 192.168.3.1 followed by failed login from 192.168.3.76 within 2 minutes,1
192.168.2.201,192.168.8.76,103,ransomware,Unique threat pattern at 192.168.2.201 no correlation,0
192.168.9.201,192.168.4.176,70,ransomware,ransomware attack from 192.168.9.201 unrelated to other incidents,0
192.168.8.26,192.168.8.26,5,ransomware,Alert streak: ransomware detected at 192.168.8.26 and 192.168.8.26 in 5-min window,1
192.168.9.51,192.168.4.101,97,ransomware,Unique threat pattern at 192.168.9.51 no correlation,0
192.168.7.201,192.168.8.201,86,ransomware,Isolated ransomware from 192.168.7.201 not related to other activity,0
192.168.4.126,192.168.8.26,94,ransomware,Single point ransomware detection at 192.168.4.126 independent,0
192.168.6.226,192.168.6.226,1,ransomware,Alert streak: ransomware detected at 192.168.6.226 and 192.168.6.226 in 5-min window,1
192.168.6.226,192.168.3.1,88,ransomware,Single point ransomware detection at 192.168.6.226 independent,0
192.168.8.1,192.168.8.176,1,ransomware,"alice at 192.168.8.1 attempted data access, then david at 192.168.8.176 accessed same resource",1
192.168.6.101,192.168.6.126,1,ransomware,Alert streak: ransomware detected at 192.168.6.101 and 192.168.6.126 in 5-min window,1
192.168.7.151,192.168.7.26,3,ransomware,Correlated threat: ransomware activity from 192.168.7.151 and 192.168.7.26 same source network,1
192.168.5.101,192.168.5.226,3,ransomware,Multiple ransomware attacks: 192.168.5.101 -> 192.168.5.226 with common pattern,1
192.168.7.26,192.168.4.176,70,ransomware,Single point ransomware detection at 192.168.7.26 independent,0
192.168.8.176,192.168.1.126,74,ransomware,ransomware attack from 192.168.8.176 unrelated to other incidents,0
192.168.7.1,192.168.7.76,5,ransomware,Multiple ransomware attacks: 192.168.7.1 -> 192.168.7.76 with common pattern,1
192.168.1.76,192.168.1.226,1,ransomware,Correlated threat: ransomware activity from 192.168.1.76 and 192.168.1.226 same source network,1
192.168.7.1,192.168.7.51,5,ransomware,"david at 192.168.7.1 attempted data access, then user1 at 192.168.7.51 accessed same resource",1
192.168.9.26,192.168.8.1,60,ransomware,Single point ransomware detection at 192.168.9.26 independent,0
192.168.6.76,192.168.6.76,3,ransomware,Failed login from 192.168.6.76 followed by failed login from 192.168.6.76 within 2 minutes,1
192.168.8.51,192.168.6.151,43,ransomware,Unique threat pattern at 192.168.8.51 no correlation,0
192.168.8.201,192.168.4.151,92,ransomware,Single point ransomware detection at 192.168.8.201 independent,0
192.168.2.176,192.168.2.101,2,ransomware,Multiple ransomware attacks: 192.168.2.176 -> 192.168.2.101 with common pattern,1
192.168.6.151,192.168.6.176,3,ransomware,Correlated threat: ransomware activity from 192.168.6.151 and 192.168.6.176 same source network,1
192.168.7.226,192.168.7.201,1,ransomware,Multiple ransomware attacks: 192.168.7.226 -> 192.168.7.201 with common pattern,1
192.168.9.176,192.168.9.51,5,ransomware,"eve at 192.168.9.176 attempted data access, then eve at 192.168.9.51 accessed same resource",1
192.168.2.176,192.168.4.26,40,ransomware,Single point ransomware detection at 192.168.2.176 independent,0
192.168.7.1,192.168.5.201,59,ransomware,Single user user1 at 192.168.7.1 suspicious activity standalone,0
192.168.8.51,192.168.8.151,4,ransomware,"eve at 192.168.8.51 attempted data access, then user1 at 192.168.8.151 accessed same resource",1
