alert1_ip,alert2_ip,time_diff_minutes,threat_type,correlation_text,should_correlate
192.168.7.101,192.168.7.51,1,data_exfil,"david at 192.168.7.101 attempted data access, then user1 at 192.168.7.51 accessed same resource",1
192.168.6.26,192.168.1.201,33,data_exfil,Single user david at 192.168.6.26 suspicious activity standalone,0
192.168.2.101,192.168.2.226,2,data_exfil,Correlated threat: data_exfil activity from 192.168.2.101 and 192.168.2.226 same source network,1
192.168.9.76,192.168.7.1,82,data_exfil,Single point data_exfil detection at 192.168.9.76 independent,0
192.168.3.176,192.168.4.26,86,data_exfil,Single point data_exfil detection at 192.168.3.176 independent,0
192.168.6.26,192.168.8.101,83,data_exfil,data_exfil attack from 192.168.6.26 unrelated to other incidents,0
192.168.4.51,192.168.4.26,5,data_exfil,Failed login from 192.168.4.51 followed by failed login from 192.168.4.26 within 2 minutes,1
192.168.6.51,192.168.6.1,3,data_exfil,Correlated threat: data_exfil activity from 192.168.6.51 and 192.168.6.1 same source network,1
192.168.6.201,192.168.6.226,4,data_exfil,Alert streak: data_exfil detected at 192.168.6.201 and 192.168.6.226 in 5-min window,1
192.168.4.151,192.168.4.151,2,data_exfil,Failed login from 192.168.4.151 followed by failed login from 192.168.4.151 within 2 minutes,1
192.168.5.76,192.168.3.126,85,data_exfil,Isolated data_exfil from 192.168.5.76 not related to other activity,0
192.168.3.51,192.168.3.201,1,data_exfil,Alert streak: data_exfil detected at 192.168.3.51 and 192.168.3.201 in 5-min window,1
192.168.8.26,192.168.8.151,4,data_exfil,Failed login from 192.168.8.26 followed by failed login from 192.168.8.151 within 2 minutes,1
192.168.4.201,192.168.4.226,2,data_exfil,Correlated threat: data_exfil activity from 192.168.4.201 and 192.168.4.226 same source network,1
192.168.5.76,192.168.5.1,5,data_exfil,Alert streak: data_exfil detected at 192.168.5.76 and 192.168.5.1 in 5-min window,1
192.168.4.126,192.168.4.51,3,data_exfil,Alert streak: data_exfil detected at 192.168.4.126 and 192.168.4.51 in 5-min window,1
192.168.4.126,192.168.8.151,33,data_exfil,data_exfil attack from 192.168.4.126 unrelated to other incidents,0
192.168.7.151,192.168.7.1,5,data_exfil,Failed login from 192.168.7.151 followed by failed login from 192.168.7.1 within 2 minutes,1
192.168.8.26,192.168.6.1,111,data_exfil,Single user bob at 192.168.8.26 suspicious activity standalone,0
192.168.8.151,192.168.9.176,47,data_exfil,Single user user2 at 192.168.8.151 suspicious activity standalone,0
192.168.4.226,192.168.7.176,65,data_exfil,Single point data_exfil detection at 192.168.4.226 independent,0
192.168.4.176,192.168.8.101,110,data_exfil,Isolated data_exfil from 192.168.4.176 not related to other activity,0
192.168.5.201,192.168.8.176,62,data_exfil,Single point data_exfil detection at 192.168.5.201 independent,0
192.168.8.201,192.168.3.101,34,data_exfil,data_exfil attack from 192.168.8.201 unrelated to other incidents,0
192.168.4.126,192.168.4.76,5,data_exfil,Multiple data_exfil attacks: 192.168.4.126 -> 192.168.4.76 with common pattern,1
192.168.5.126,192.168.3.1,81,data_exfil,Isolated data_exfil from 192.168.5.126 not related to other activity,0
192.168.3.51,192.168.3.76,2,data_exfil,Alert streak: data_exfil detected at 192.168.3.51 and 192.168.3.76 in 5-min window,1
192.168.3.226,192.168.3.26,4,data_exfil,"bob at 192.168.3.226 attempted data access, then bob at 192.168.3.26 accessed same resource",1
192.168.8.26,192.168.8.226,3,data_exfil,Multiple data_exfil attacks: 192.168.8.26 -> 192.168.8.226 with common pattern,1
192.168.4.1,192.168.4.26,1,data_exfil,Failed login from 192.168.4.1 followed by failed login from 192.168.4.26 within 2 minutes,1
192.168.5.151,192.168.5.151,5,data_exfil,Multiple data_exfil attacks: 192.168.5.151 -> 192.168.5.151 with common pattern,1
192.168.4.226,192.168.8.76,90,data_exfil,Single user david at 192.168.4.226 suspicious activity standalone,0
192.168.8.126,192.168.5.126,54,data_exfil,data_exfil attack from 192.168.8.126 unrelated to other incidents,0
192.168.6.76,192.168.6.26,5,data_exfil,"charlie at 192.168.6.76 attempted data access, then user2 at 192.168.6.26 accessed same resource",1
192.168.5.126,192.168.5.1,3,data_exfil,"charlie at 192.168.5.126 attempted data access, then charlie at 192.168.5.1 accessed same resource",1
192.168.8.101,192.168.2.1,53,data_exfil,Single point data_exfil detection at 192.168.8.101 independent,0
192.168.5.26,192.168.9.126,94,data_exfil,Isolated data_exfil from 192.168.5.26 not related to other activity,0
192.168.6.51,192.168.1.51,106,data_exfil,Unique threat pattern at 192.168.6.51 no correlation,0
192.168.6.126,192.168.4.26,61,data_exfil,Single user user1 at 192.168.6.126 suspicious activity standalone,0
192.168.7.151,192.168.4.201,58,data_exfil,data_exfil attack from 192.168.7.151 unrelated to other incidents,0
192.168.3.151,192.168.8.126,31,data_exfil,Single point data_exfil detection at 192.168.3.151 independent,0
192.168.4.26,192.168.4.76,5,data_exfil,Failed login from 192.168.4.26 followed by failed login from 192.168.4.76 within 2 minutes,1
192.168.4.1,192.168.2.201,103,data_exfil,Unique threat pattern at 192.168.4.1 no correlation,0
192.168.4.51,192.168.2.226,102,data_exfil,Isolated data_exfil from 192.168.4.51 not related to other activity,0
192.168.9.1,192.168.3.76,54,data_exfil,Single point data_exfil detection at 192.168.9.1 independent,0
192.168.4.226,192.168.5.126,90,data_exfil,data_exfil attack from 192.168.4.226 unrelated to other incidents,0
192.168.1.76,192.168.1.51,2,data_exfil,Multiple data_exfil attacks: 192.168.1.76 -> 192.168.1.51 with common pattern,1
192.168.9.176,192.168.5.176,69,data_exfil,Single user user2 at 192.168.9.176 suspicious activity standalone,0
192.168.9.176,192.168.9.126,3,data_exfil,Multiple data_exfil attacks: 192.168.9.176 -> 192.168.9.126 with common pattern,1
192.168.5.76,192.168.3.1,103,data_exfil,Single user alice at 192.168.5.76 suspicious activity standalone,0
192.168.7.51,192.168.9.76,58,data_exfil,Single point data_exfil detection at 192.168.7.51 independent,0
192.168.2.201,192.168.2.101,3,data_exfil,"admin at 192.168.2.201 attempted data access, then user2 at 192.168.2.101 accessed same resource",1
192.168.1.26,192.168.7.226,114,data_exfil,data_exfil attack from 192.168.1.26 unrelated to other incidents,0
192.168.7.226,192.168.2.51,101,data_exfil,Single point data_exfil detection at 192.168.7.226 independent,0
192.168.8.1,192.168.8.76,4,data_exfil,Alert streak: data_exfil detected at 192.168.8.1 and 192.168.8.76 in 5-min window,1
192.168.5.26,192.168.5.176,1,data_exfil,Alert streak: data_exfil detected at 192.168.5.26 and 192.168.5.176 in 5-min window,1
192.168.8.51,192.168.7.101,119,data_exfil,Isolated data_exfil from 192.168.8.51 not related to other activity,0
192.168.4.226,192.168.4.151,4,data_exfil,Correlated threat: data_exfil activity from 192.168.4.226 and 192.168.4.151 same source network,1
192.168.2.201,192.168.2.151,5,data_exfil,"david at 192.168.2.201 attempted data access, then charlie at 192.168.2.151 accessed same resource",1
192.168.9.151,192.168.9.51,2,data_exfil,Alert streak: data_exfil detected at 192.168.9.151 and 192.168.9.51 in 5-min window,1
192.168.7.51,192.168.2.226,107,data_exfil,Unique threat pattern at 192.168.7.51 no correlation,0
192.168.7.201,192.168.7.201,4,data_exfil,"david at 192.168.7.201 attempted data access, then alice at 192.168.7.201 accessed same resource",1
192.168.4.226,192.168.4.126,3,data_exfil,"eve at 192.168.4.226 attempted data access, then david at 192.168.4.126 accessed same resource",1
192.168.6.1,192.168.1.226,58,data_exfil,Isolated data_exfil from 192.168.6.1 not related to other activity,0
192.168.5.226,192.168.3.26,58,data_exfil,data_exfil attack from 192.168.5.226 unrelated to other incidents,0
192.168.4.26,192.168.1.126,39,data_exfil,Single point data_exfil detection at 192.168.4.26 independent,0
192.168.4.26,192.168.4.26,5,data_exfil,Correlated threat: data_exfil activity from 192.168.4.26 and 192.168.4.26 same source network,1
192.168.7.1,192.168.4.26,92,data_exfil,Single user user2 at 192.168.7.1 suspicious activity standalone,0
192.168.3.126,192.168.6.126,57,data_exfil,Unique threat pattern at 192.168.3.126 no correlation,0
192.168.8.26,192.168.8.201,1,data_exfil,Multiple data_exfil attacks: 192.168.8.26 -> 192.168.8.201 with common pattern,1
192.168.6.176,192.168.6.126,2,data_exfil,"bob at 192.168.6.176 attempted data access, then david at 192.168.6.126 accessed same resource",1
192.168.1.51,192.168.1.26,3,data_exfil,Multiple data_exfil attacks: 192.168.1.51 -> 192.168.1.26 with common pattern,1
192.168.5.201,192.168.5.201,1,data_exfil,"bob at 192.168.5.201 attempted data access, then admin at 192.168.5.201 accessed same resource",1
192.168.7.201,192.168.7.26,5,data_exfil,Alert streak: data_exfil detected at 192.168.7.201 and 192.168.7.26 in 5-min window,1
192.168.7.101,192.168.7.176,4,data_exfil,Alert streak: data_exfil detected at 192.168.7.101 and 192.168.7.176 in 5-min window,1
192.168.1.1,192.168.2.1,99,data_exfil,Single user david at 192.168.1.1 suspicious activity standalone,0
192.168.3.76,192.168.9.126,49,data_exfil,Single point data_exfil detection at 192.168.3.76 independent,0
192.168.4.76,192.168.9.176,84,data_exfil,Isolated data_exfil from 192.168.4.76 not related to other activity,0
192.168.3.1,192.168.3.51,3,data_exfil,Alert streak: data_exfil detected at 192.168.3.1 and 192.168.3.51 in 5-min window,1
192.168.9.176,192.168.9.101,4,data_exfil,Correlated threat: data_exfil activity from 192.168.9.176 and 192.168.9.101 same source network,1
192.168.1.201,192.168.7.76,110,data_exfil,data_exfil attack from 192.168.1.201 unrelated to other incidents,0
192.168.3.151,192.168.3.1,5,data_exfil,"user2 at 192.168.3.151 attempted data access, then charlie at 192.168.3.1 accessed same resource",1
192.168.4.201,192.168.2.101,92,data_exfil,data_exfil attack from 192.168.4.201 unrelated to other incidents,0
192.168.4.226,192.168.4.1,1,data_exfil,Alert streak: data_exfil detected at 192.168.4.226 and 192.168.4.1 in 5-min window,1
192.168.8.176,192.168.8.201,5,data_exfil,Multiple data_exfil attacks: 192.168.8.176 -> 192.168.8.201 with common pattern,1
192.168.8.201,192.168.8.226,2,data_exfil,"user1 at 192.168.8.201 attempted data access, then alice at 192.168.8.226 accessed same resource",1
192.168.4.1,192.168.6.176,58,data_exfil,data_exfil attack from 192.168.4.1 unrelated to other incidents,0
192.168.5.201,192.168.4.1,36,data_exfil,data_exfil attack from 192.168.5.201 unrelated to other incidents,0
192.168.2.26,192.168.2.201,5,data_exfil,"user2 at 192.168.2.26 attempted data access, then user2 at 192.168.2.201 accessed same resource",1
192.168.9.176,192.168.6.126,87,data_exfil,Single user charlie at 192.168.9.176 suspicious activity standalone,0
192.168.1.101,192.168.9.126,59,data_exfil,data_exfil attack from 192.168.1.101 unrelated to other incidents,0
192.168.3.126,192.168.3.76,1,data_exfil,Correlated threat: data_exfil activity from 192.168.3.126 and 192.168.3.76 same source network,1
192.168.6.226,192.168.6.226,1,data_exfil,Alert streak: data_exfil detected at 192.168.6.226 and 192.168.6.226 in 5-min window,1
192.168.1.101,192.168.9.26,37,data_exfil,Single user user2 at 192.168.1.101 suspicious activity standalone,0
192.168.2.26,192.168.8.51,102,data_exfil,data_exfil attack from 192.168.2.26 unrelated to other incidents,0
192.168.8.101,192.168.8.101,1,data_exfil,Alert streak: data_exfil detected at 192.168.8.101 and 192.168.8.101 in 5-min window,1
192.168.1.26,192.168.2.101,47,data_exfil,Single point data_exfil detection at 192.168.1.26 independent,0
192.168.5.76,192.168.5.201,5,data_exfil,Multiple data_exfil attacks: 192.168.5.76 -> 192.168.5.201 with common pattern,1
192.168.9.126,192.168.9.151,1,data_exfil,Failed login from 192.168.9.126 followed by failed login from 192.168.9.151 within 2 minutes,1
192.168.8.1,192.168.3.201,39,data_exfil,Single point data_exfil detection at 192.168.8.1 independent,0
192.168.1.126,192.168.1.101,1,data_exfil,Failed login from 192.168.1.126 followed by failed login from 192.168.1.101 within 2 minutes,1
192.168.4.201,192.168.1.226,120,data_exfil,Single point data_exfil detection at 192.168.4.201 independent,0
192.168.7.1,192.168.3.201,58,data_exfil,data_exfil attack from 192.168.7.1 unrelated to other incidents,0
192.168.2.176,192.168.2.101,1,data_exfil,"user2 at 192.168.2.176 attempted data access, then user2 at 192.168.2.101 accessed same resource",1
192.168.8.101,192.168.8.126,1,data_exfil,Multiple data_exfil attacks: 192.168.8.101 -> 192.168.8.126 with common pattern,1
192.168.4.76,192.168.4.1,1,data_exfil,"alice at 192.168.4.76 attempted data access, then alice at 192.168.4.1 accessed same resource",1
192.168.4.1,192.168.9.51,60,data_exfil,data_exfil attack from 192.168.4.1 unrelated to other incidents,0
192.168.6.226,192.168.6.1,1,data_exfil,Failed login from 192.168.6.226 followed by failed login from 192.168.6.1 within 2 minutes,1
192.168.8.76,192.168.2.176,107,data_exfil,data_exfil attack from 192.168.8.76 unrelated to other incidents,0
192.168.2.151,192.168.6.176,33,data_exfil,data_exfil attack from 192.168.2.151 unrelated to other incidents,0
192.168.8.1,192.168.6.151,68,data_exfil,Single point data_exfil detection at 192.168.8.1 independent,0
192.168.6.101,192.168.8.51,33,data_exfil,Single user charlie at 192.168.6.101 suspicious activity standalone,0
192.168.6.26,192.168.6.126,1,data_exfil,Failed login from 192.168.6.26 followed by failed login from 192.168.6.126 within 2 minutes,1
192.168.3.101,192.168.3.76,3,data_exfil,Failed login from 192.168.3.101 followed by failed login from 192.168.3.76 within 2 minutes,1
192.168.9.51,192.168.4.226,109,data_exfil,data_exfil attack from 192.168.9.51 unrelated to other incidents,0
192.168.6.151,192.168.5.76,120,data_exfil,Single point data_exfil detection at 192.168.6.151 independent,0
192.168.5.51,192.168.9.101,87,data_exfil,Isolated data_exfil from 192.168.5.51 not related to other activity,0
192.168.5.151,192.168.5.51,4,data_exfil,Multiple data_exfil attacks: 192.168.5.151 -> 192.168.5.51 with common pattern,1
192.168.8.176,192.168.8.201,5,data_exfil,Multiple data_exfil attacks: 192.168.8.176 -> 192.168.8.201 with common pattern,1
192.168.4.151,192.168.9.101,61,data_exfil,data_exfil attack from 192.168.4.151 unrelated to other incidents,0
192.168.9.126,192.168.9.26,2,data_exfil,"david at 192.168.9.126 attempted data access, then admin at 192.168.9.26 accessed same resource",1
192.168.6.51,192.168.1.151,55,data_exfil,Unique threat pattern at 192.168.6.51 no correlation,0
192.168.8.226,192.168.5.126,52,data_exfil,Unique threat pattern at 192.168.8.226 no correlation,0
192.168.9.101,192.168.9.201,3,data_exfil,"admin at 192.168.9.101 attempted data access, then admin at 192.168.9.201 accessed same resource",1
192.168.2.1,192.168.2.126,5,data_exfil,Correlated threat: data_exfil activity from 192.168.2.1 and 192.168.2.126 same source network,1
192.168.3.201,192.168.3.151,1,data_exfil,Failed login from 192.168.3.201 followed by failed login from 192.168.3.151 within 2 minutes,1
192.168.3.26,192.168.3.101,4,data_exfil,"charlie at 192.168.3.26 attempted data access, then user2 at 192.168.3.101 accessed same resource",1
192.168.3.201,192.168.3.151,1,data_exfil,"admin at 192.168.3.201 attempted data access, then user1 at 192.168.3.151 accessed same resource",1
192.168.8.226,192.168.3.201,116,data_exfil,Single user user2 at 192.168.8.226 suspicious activity standalone,0
192.168.1.51,192.168.7.26,112,data_exfil,Unique threat pattern at 192.168.1.51 no correlation,0
192.168.7.76,192.168.5.226,49,data_exfil,Single point data_exfil detection at 192.168.7.76 independent,0
192.168.7.76,192.168.7.26,1,data_exfil,Correlated threat: data_exfil activity from 192.168.7.76 and 192.168.7.26 same source network,1
192.168.5.26,192.168.5.176,2,data_exfil,Correlated threat: data_exfil activity from 192.168.5.26 and 192.168.5.176 same source network,1
192.168.6.1,192.168.7.226,68,data_exfil,Single user user1 at 192.168.6.1 suspicious activity standalone,0
192.168.1.201,192.168.3.201,63,data_exfil,Single user bob at 192.168.1.201 suspicious activity standalone,0
192.168.7.151,192.168.9.26,49,data_exfil,Single point data_exfil detection at 192.168.7.151 independent,0
192.168.2.151,192.168.4.26,120,data_exfil,Isolated data_exfil from 192.168.2.151 not related to other activity,0
192.168.5.1,192.168.5.101,5,data_exfil,Correlated threat: data_exfil activity from 192.168.5.1 and 192.168.5.101 same source network,1
192.168.6.176,192.168.3.101,116,data_exfil,Single user eve at 192.168.6.176 suspicious activity standalone,0
192.168.1.26,192.168.1.151,1,data_exfil,"bob at 192.168.1.26 attempted data access, then eve at 192.168.1.151 accessed same resource",1
192.168.7.76,192.168.7.1,4,data_exfil,Correlated threat: data_exfil activity from 192.168.7.76 and 192.168.7.1 same source network,1
192.168.1.126,192.168.1.26,2,data_exfil,Correlated threat: data_exfil activity from 192.168.1.126 and 192.168.1.26 same source network,1
192.168.5.201,192.168.3.26,79,data_exfil,Single point data_exfil detection at 192.168.5.201 independent,0
192.168.6.176,192.168.9.101,120,data_exfil,data_exfil attack from 192.168.6.176 unrelated to other incidents,0
192.168.5.51,192.168.5.76,1,data_exfil,"alice at 192.168.5.51 attempted data access, then admin at 192.168.5.76 accessed same resource",1
192.168.7.26,192.168.7.76,3,data_exfil,Multiple data_exfil attacks: 192.168.7.26 -> 192.168.7.76 with common pattern,1
192.168.6.201,192.168.7.126,117,data_exfil,Single point data_exfil detection at 192.168.6.201 independent,0
192.168.1.76,192.168.7.76,62,data_exfil,Unique threat pattern at 192.168.1.76 no correlation,0
192.168.1.126,192.168.1.176,1,data_exfil,Failed login from 192.168.1.126 followed by failed login from 192.168.1.176 within 2 minutes,1
192.168.8.51,192.168.8.201,2,data_exfil,Multiple data_exfil attacks: 192.168.8.51 -> 192.168.8.201 with common pattern,1
