alert1_ip,alert2_ip,time_diff_minutes,threat_type,correlation_text,should_correlate
192.168.5.201,192.168.5.176,1,brute_force,Alert streak: brute_force detected at 192.168.5.201 and 192.168.5.176 in 5-min window,1
192.168.3.51,192.168.7.1,51,brute_force,Unique threat pattern at 192.168.3.51 no correlation,0
192.168.2.126,192.168.8.226,32,brute_force,Isolated brute_force from 192.168.2.126 not related to other activity,0
192.168.4.1,192.168.4.126,1,brute_force,Correlated threat: brute_force activity from 192.168.4.1 and 192.168.4.126 same source network,1
192.168.1.51,192.168.1.126,4,brute_force,Failed login from 192.168.1.51 followed by failed login from 192.168.1.126 within 2 minutes,1
192.168.8.1,192.168.8.126,2,brute_force,Failed login from 192.168.8.1 followed by failed login from 192.168.8.126 within 2 minutes,1
192.168.2.1,192.168.1.101,45,brute_force,Single point brute_force detection at 192.168.2.1 independent,0
192.168.4.226,192.168.4.101,2,brute_force,Correlated threat: brute_force activity from 192.168.4.226 and 192.168.4.101 same source network,1
192.168.7.126,192.168.7.101,2,brute_force,"user2 at 192.168.7.126 attempted data access, then user2 at 192.168.7.101 accessed same resource",1
192.168.9.201,192.168.1.1,100,brute_force,Unique threat pattern at 192.168.9.201 no correlation,0
192.168.1.176,192.168.4.151,46,brute_force,Single user user2 at 192.168.1.176 suspicious activity standalone,0
192.168.5.201,192.168.8.51,45,brute_force,Single point brute_force detection at 192.168.5.201 independent,0
192.168.6.176,192.168.1.176,65,brute_force,brute_force attack from 192.168.6.176 unrelated to other incidents,0
192.168.4.1,192.168.4.151,1,brute_force,Correlated threat: brute_force activity from 192.168.4.1 and 192.168.4.151 same source network,1
192.168.1.176,192.168.1.201,3,brute_force,Failed login from 192.168.1.176 followed by failed login from 192.168.1.201 within 2 minutes,1
192.168.1.26,192.168.1.26,5,brute_force,Failed login from 192.168.1.26 followed by failed login from 192.168.1.26 within 2 minutes,1
192.168.7.26,192.168.7.76,5,brute_force,Failed login from 192.168.7.26 followed by failed login from 192.168.7.76 within 2 minutes,1
192.168.7.151,192.168.7.76,5,brute_force,Correlated threat: brute_force activity from 192.168.7.151 and 192.168.7.76 same source network,1
192.168.6.126,192.168.5.151,87,brute_force,Single user admin at 192.168.6.126 suspicious activity standalone,0
192.168.3.51,192.168.3.226,5,brute_force,"alice at 192.168.3.51 attempted data access, then admin at 192.168.3.226 accessed same resource",1
192.168.1.76,192.168.5.201,58,brute_force,Isolated brute_force from 192.168.1.76 not related to other activity,0
192.168.1.51,192.168.1.176,1,brute_force,Failed login from 192.168.1.51 followed by failed login from 192.168.1.176 within 2 minutes,1
192.168.9.1,192.168.4.1,70,brute_force,brute_force attack from 192.168.9.1 unrelated to other incidents,0
192.168.9.151,192.168.9.26,3,brute_force,Multiple brute_force attacks: 192.168.9.151 -> 192.168.9.26 with common pattern,1
192.168.8.101,192.168.1.201,80,brute_force,Unique threat pattern at 192.168.8.101 no correlation,0
192.168.7.201,192.168.7.1,1,brute_force,"user2 at 192.168.7.201 attempted data access, then charlie at 192.168.7.1 accessed same resource",1
192.168.7.101,192.168.7.226,1,brute_force,Alert streak: brute_force detected at 192.168.7.101 and 192.168.7.226 in 5-min window,1
192.168.4.176,192.168.4.201,3,brute_force,Correlated threat: brute_force activity from 192.168.4.176 and 192.168.4.201 same source network,1
192.168.3.176,192.168.3.51,3,brute_force,Failed login from 192.168.3.176 followed by failed login from 192.168.3.51 within 2 minutes,1
192.168.9.201,192.168.9.126,3,brute_force,"admin at 192.168.9.201 attempted data access, then user2 at 192.168.9.126 accessed same resource",1
192.168.9.176,192.168.8.1,57,brute_force,brute_force attack from 192.168.9.176 unrelated to other incidents,0
192.168.2.1,192.168.7.76,118,brute_force,brute_force attack from 192.168.2.1 unrelated to other incidents,0
192.168.6.1,192.168.6.51,4,brute_force,"user1 at 192.168.6.1 attempted data access, then alice at 192.168.6.51 accessed same resource",1
192.168.3.1,192.168.3.1,2,brute_force,Alert streak: brute_force detected at 192.168.3.1 and 192.168.3.1 in 5-min window,1
192.168.8.76,192.168.8.151,2,brute_force,Failed login from 192.168.8.76 followed by failed login from 192.168.8.151 within 2 minutes,1
192.168.1.76,192.168.5.101,86,brute_force,Unique threat pattern at 192.168.1.76 no correlation,0
192.168.2.26,192.168.8.26,39,brute_force,brute_force attack from 192.168.2.26 unrelated to other incidents,0
192.168.3.126,192.168.3.51,5,brute_force,Multiple brute_force attacks: 192.168.3.126 -> 192.168.3.51 with common pattern,1
192.168.7.26,192.168.8.101,102,brute_force,Isolated brute_force from 192.168.7.26 not related to other activity,0
192.168.1.51,192.168.3.51,107,brute_force,Single point brute_force detection at 192.168.1.51 independent,0
192.168.2.26,192.168.9.1,116,brute_force,Unique threat pattern at 192.168.2.26 no correlation,0
192.168.4.226,192.168.7.226,88,brute_force,brute_force attack from 192.168.4.226 unrelated to other incidents,0
192.168.8.201,192.168.8.76,5,brute_force,Failed login from 192.168.8.201 followed by failed login from 192.168.8.76 within 2 minutes,1
192.168.1.226,192.168.1.1,1,brute_force,"bob at 192.168.1.226 attempted data access, then user2 at 192.168.1.1 accessed same resource",1
192.168.7.176,192.168.3.201,108,brute_force,Unique threat pattern at 192.168.7.176 no correlation,0
192.168.8.151,192.168.8.51,2,brute_force,Failed login from 192.168.8.151 followed by failed login from 192.168.8.51 within 2 minutes,1
192.168.2.1,192.168.8.76,66,brute_force,Single user admin at 192.168.2.1 suspicious activity standalone,0
192.168.4.226,192.168.4.26,5,brute_force,Correlated threat: brute_force activity from 192.168.4.226 and 192.168.4.26 same source network,1
192.168.8.151,192.168.8.151,2,brute_force,Correlated threat: brute_force activity from 192.168.8.151 and 192.168.8.151 same source network,1
192.168.4.76,192.168.5.226,120,brute_force,Isolated brute_force from 192.168.4.76 not related to other activity,0
192.168.8.126,192.168.8.76,1,brute_force,"eve at 192.168.8.126 attempted data access, then david at 192.168.8.76 accessed same resource",1
192.168.7.126,192.168.7.26,2,brute_force,Multiple brute_force attacks: 192.168.7.126 -> 192.168.7.26 with common pattern,1
192.168.5.76,192.168.9.101,61,brute_force,Unique threat pattern at 192.168.5.76 no correlation,0
192.168.1.26,192.168.8.26,46,brute_force,Unique threat pattern at 192.168.1.26 no correlation,0
192.168.7.226,192.168.7.201,5,brute_force,"charlie at 192.168.7.226 attempted data access, then user1 at 192.168.7.201 accessed same resource",1
192.168.5.126,192.168.8.151,90,brute_force,Unique threat pattern at 192.168.5.126 no correlation,0
192.168.5.176,192.168.8.26,56,brute_force,brute_force attack from 192.168.5.176 unrelated to other incidents,0
192.168.6.1,192.168.6.226,4,brute_force,Alert streak: brute_force detected at 192.168.6.1 and 192.168.6.226 in 5-min window,1
192.168.5.151,192.168.5.76,3,brute_force,Alert streak: brute_force detected at 192.168.5.151 and 192.168.5.76 in 5-min window,1
192.168.9.51,192.168.9.126,3,brute_force,Correlated threat: brute_force activity from 192.168.9.51 and 192.168.9.126 same source network,1
192.168.6.26,192.168.6.76,1,brute_force,Multiple brute_force attacks: 192.168.6.26 -> 192.168.6.76 with common pattern,1
192.168.9.226,192.168.5.226,110,brute_force,Single user bob at 192.168.9.226 suspicious activity standalone,0
192.168.3.151,192.168.3.76,4,brute_force,Multiple brute_force attacks: 192.168.3.151 -> 192.168.3.76 with common pattern,1
192.168.1.51,192.168.3.201,63,brute_force,brute_force attack from 192.168.1.51 unrelated to other incidents,0
192.168.9.151,192.168.9.151,3,brute_force,Correlated threat: brute_force activity from 192.168.9.151 and 192.168.9.151 same source network,1
192.168.7.51,192.168.7.26,2,brute_force,Failed login from 192.168.7.51 followed by failed login from 192.168.7.26 within 2 minutes,1
192.168.2.226,192.168.2.76,2,brute_force,Correlated threat: brute_force activity from 192.168.2.226 and 192.168.2.76 same source network,1
192.168.3.226,192.168.3.76,3,brute_force,Alert streak: brute_force detected at 192.168.3.226 and 192.168.3.76 in 5-min window,1
192.168.9.26,192.168.3.101,94,brute_force,Single user david at 192.168.9.26 suspicious activity standalone,0
192.168.6.226,192.168.2.101,39,brute_force,Single user alice at 192.168.6.226 suspicious activity standalone,0
192.168.3.1,192.168.6.26,58,brute_force,Single user user1 at 192.168.3.1 suspicious activity standalone,0
192.168.8.26,192.168.6.126,86,brute_force,Isolated brute_force from 192.168.8.26 not related to other activity,0
192.168.3.26,192.168.2.51,59,brute_force,Unique threat pattern at 192.168.3.26 no correlation,0
192.168.3.51,192.168.3.126,3,brute_force,Alert streak: brute_force detected at 192.168.3.51 and 192.168.3.126 in 5-min window,1
192.168.6.76,192.168.6.26,1,brute_force,Alert streak: brute_force detected at 192.168.6.76 and 192.168.6.26 in 5-min window,1
192.168.7.26,192.168.5.226,72,brute_force,Unique threat pattern at 192.168.7.26 no correlation,0
192.168.2.176,192.168.2.51,3,brute_force,Multiple brute_force attacks: 192.168.2.176 -> 192.168.2.51 with common pattern,1
192.168.6.76,192.168.4.26,57,brute_force,brute_force attack from 192.168.6.76 unrelated to other incidents,0
192.168.3.101,192.168.2.26,48,brute_force,brute_force attack from 192.168.3.101 unrelated to other incidents,0
192.168.4.126,192.168.4.226,2,brute_force,Alert streak: brute_force detected at 192.168.4.126 and 192.168.4.226 in 5-min window,1
192.168.2.126,192.168.6.1,61,brute_force,brute_force attack from 192.168.2.126 unrelated to other incidents,0
192.168.2.226,192.168.2.201,3,brute_force,Alert streak: brute_force detected at 192.168.2.226 and 192.168.2.201 in 5-min window,1
192.168.3.26,192.168.2.26,99,brute_force,Isolated brute_force from 192.168.3.26 not related to other activity,0
192.168.2.76,192.168.3.101,96,brute_force,Single user user2 at 192.168.2.76 suspicious activity standalone,0
192.168.7.126,192.168.7.1,2,brute_force,Alert streak: brute_force detected at 192.168.7.126 and 192.168.7.1 in 5-min window,1
192.168.3.126,192.168.3.176,1,brute_force,Multiple brute_force attacks: 192.168.3.126 -> 192.168.3.176 with common pattern,1
192.168.3.126,192.168.6.1,120,brute_force,Unique threat pattern at 192.168.3.126 no correlation,0
192.168.5.126,192.168.5.76,4,brute_force,Alert streak: brute_force detected at 192.168.5.126 and 192.168.5.76 in 5-min window,1
192.168.2.151,192.168.3.176,91,brute_force,Unique threat pattern at 192.168.2.151 no correlation,0
192.168.6.1,192.168.7.26,106,brute_force,Single user user1 at 192.168.6.1 suspicious activity standalone,0
192.168.3.201,192.168.3.101,2,brute_force,Failed login from 192.168.3.201 followed by failed login from 192.168.3.101 within 2 minutes,1
192.168.1.176,192.168.1.101,5,brute_force,"eve at 192.168.1.176 attempted data access, then bob at 192.168.1.101 accessed same resource",1
192.168.2.226,192.168.3.51,100,brute_force,Single point brute_force detection at 192.168.2.226 independent,0
192.168.2.126,192.168.2.151,4,brute_force,"david at 192.168.2.126 attempted data access, then alice at 192.168.2.151 accessed same resource",1
192.168.6.226,192.168.6.201,5,brute_force,Failed login from 192.168.6.226 followed by failed login from 192.168.6.201 within 2 minutes,1
192.168.9.1,192.168.9.76,1,brute_force,Correlated threat: brute_force activity from 192.168.9.1 and 192.168.9.76 same source network,1
192.168.8.51,192.168.6.76,48,brute_force,Single point brute_force detection at 192.168.8.51 independent,0
192.168.1.51,192.168.1.51,2,brute_force,Correlated threat: brute_force activity from 192.168.1.51 and 192.168.1.51 same source network,1
192.168.1.151,192.168.1.76,3,brute_force,Alert streak: brute_force detected at 192.168.1.151 and 192.168.1.76 in 5-min window,1
192.168.3.26,192.168.3.1,2,brute_force,"user1 at 192.168.3.26 attempted data access, then charlie at 192.168.3.1 accessed same resource",1
192.168.5.76,192.168.9.151,59,brute_force,Single user alice at 192.168.5.76 suspicious activity standalone,0
192.168.5.51,192.168.7.51,31,brute_force,Single user admin at 192.168.5.51 suspicious activity standalone,0
192.168.3.101,192.168.9.176,109,brute_force,Single user bob at 192.168.3.101 suspicious activity standalone,0
192.168.7.76,192.168.2.101,85,brute_force,Unique threat pattern at 192.168.7.76 no correlation,0
192.168.5.201,192.168.5.151,4,brute_force,"admin at 192.168.5.201 attempted data access, then charlie at 192.168.5.151 accessed same resource",1
192.168.6.1,192.168.4.1,64,brute_force,brute_force attack from 192.168.6.1 unrelated to other incidents,0
192.168.9.201,192.168.1.226,49,brute_force,Single user charlie at 192.168.9.201 suspicious activity standalone,0
192.168.6.51,192.168.6.226,1,brute_force,Multiple brute_force attacks: 192.168.6.51 -> 192.168.6.226 with common pattern,1
192.168.3.201,192.168.9.176,36,brute_force,brute_force attack from 192.168.3.201 unrelated to other incidents,0
192.168.7.176,192.168.2.1,61,brute_force,Unique threat pattern at 192.168.7.176 no correlation,0
192.168.7.201,192.168.7.1,5,brute_force,Failed login from 192.168.7.201 followed by failed login from 192.168.7.1 within 2 minutes,1
192.168.6.51,192.168.9.226,68,brute_force,Unique threat pattern at 192.168.6.51 no correlation,0
192.168.7.201,192.168.7.226,2,brute_force,Failed login from 192.168.7.201 followed by failed login from 192.168.7.226 within 2 minutes,1
192.168.5.126,192.168.8.151,94,brute_force,brute_force attack from 192.168.5.126 unrelated to other incidents,0
192.168.2.226,192.168.4.151,57,brute_force,Isolated brute_force from 192.168.2.226 not related to other activity,0
192.168.3.176,192.168.7.176,65,brute_force,Single user david at 192.168.3.176 suspicious activity standalone,0
192.168.8.201,192.168.3.76,116,brute_force,Single user admin at 192.168.8.201 suspicious activity standalone,0
192.168.7.1,192.168.7.1,4,brute_force,Correlated threat: brute_force activity from 192.168.7.1 and 192.168.7.1 same source network,1
192.168.6.51,192.168.6.76,3,brute_force,"charlie at 192.168.6.51 attempted data access, then alice at 192.168.6.76 accessed same resource",1
192.168.3.151,192.168.3.126,1,brute_force,Failed login from 192.168.3.151 followed by failed login from 192.168.3.126 within 2 minutes,1
192.168.8.26,192.168.8.1,5,brute_force,Alert streak: brute_force detected at 192.168.8.26 and 192.168.8.1 in 5-min window,1
192.168.9.26,192.168.9.176,4,brute_force,"user1 at 192.168.9.26 attempted data access, then eve at 192.168.9.176 accessed same resource",1
192.168.6.1,192.168.6.226,1,brute_force,Failed login from 192.168.6.1 followed by failed login from 192.168.6.226 within 2 minutes,1
192.168.9.101,192.168.3.176,113,brute_force,Single user alice at 192.168.9.101 suspicious activity standalone,0
192.168.1.176,192.168.1.126,5,brute_force,Failed login from 192.168.1.176 followed by failed login from 192.168.1.126 within 2 minutes,1
192.168.7.201,192.168.7.226,5,brute_force,Correlated threat: brute_force activity from 192.168.7.201 and 192.168.7.226 same source network,1
192.168.5.226,192.168.5.51,2,brute_force,Correlated threat: brute_force activity from 192.168.5.226 and 192.168.5.51 same source network,1
192.168.3.126,192.168.3.1,4,brute_force,Correlated threat: brute_force activity from 192.168.3.126 and 192.168.3.1 same source network,1
192.168.1.126,192.168.7.101,79,brute_force,brute_force attack from 192.168.1.126 unrelated to other incidents,0
192.168.5.76,192.168.5.1,4,brute_force,Multiple brute_force attacks: 192.168.5.76 -> 192.168.5.1 with common pattern,1
192.168.1.226,192.168.1.1,2,brute_force,Multiple brute_force attacks: 192.168.1.226 -> 192.168.1.1 with common pattern,1
192.168.4.151,192.168.9.126,117,brute_force,Single point brute_force detection at 192.168.4.151 independent,0
192.168.6.26,192.168.1.126,105,brute_force,Isolated brute_force from 192.168.6.26 not related to other activity,0
192.168.8.51,192.168.6.126,93,brute_force,Isolated brute_force from 192.168.8.51 not related to other activity,0
192.168.6.151,192.168.5.176,94,brute_force,Unique threat pattern at 192.168.6.151 no correlation,0
192.168.6.126,192.168.6.76,2,brute_force,Failed login from 192.168.6.126 followed by failed login from 192.168.6.76 within 2 minutes,1
192.168.7.151,192.168.8.151,48,brute_force,Single user charlie at 192.168.7.151 suspicious activity standalone,0
192.168.6.51,192.168.6.1,3,brute_force,Multiple brute_force attacks: 192.168.6.51 -> 192.168.6.1 with common pattern,1
192.168.8.176,192.168.8.201,3,brute_force,Correlated threat: brute_force activity from 192.168.8.176 and 192.168.8.201 same source network,1
192.168.3.51,192.168.3.226,3,brute_force,"user2 at 192.168.3.51 attempted data access, then user2 at 192.168.3.226 accessed same resource",1
192.168.6.176,192.168.6.126,1,brute_force,Multiple brute_force attacks: 192.168.6.176 -> 192.168.6.126 with common pattern,1
192.168.3.51,192.168.3.76,3,brute_force,Failed login from 192.168.3.51 followed by failed login from 192.168.3.76 within 2 minutes,1
192.168.5.201,192.168.5.1,4,brute_force,Correlated threat: brute_force activity from 192.168.5.201 and 192.168.5.1 same source network,1
192.168.8.226,192.168.4.226,58,brute_force,Isolated brute_force from 192.168.8.226 not related to other activity,0
192.168.6.201,192.168.6.176,2,brute_force,Multiple brute_force attacks: 192.168.6.201 -> 192.168.6.176 with common pattern,1
192.168.2.126,192.168.1.1,51,brute_force,Single point brute_force detection at 192.168.2.126 independent,0
192.168.6.1,192.168.8.1,99,brute_force,brute_force attack from 192.168.6.1 unrelated to other incidents,0
192.168.3.226,192.168.3.126,2,brute_force,Correlated threat: brute_force activity from 192.168.3.226 and 192.168.3.126 same source network,1
192.168.8.76,192.168.8.1,4,brute_force,Multiple brute_force attacks: 192.168.8.76 -> 192.168.8.1 with common pattern,1
192.168.9.126,192.168.9.76,2,brute_force,"charlie at 192.168.9.126 attempted data access, then eve at 192.168.9.76 accessed same resource",1
192.168.7.51,192.168.7.226,4,brute_force,Multiple brute_force attacks: 192.168.7.51 -> 192.168.7.226 with common pattern,1
192.168.6.201,192.168.3.51,62,brute_force,Single point brute_force detection at 192.168.6.201 independent,0
192.168.2.226,192.168.5.151,103,brute_force,Single point brute_force detection at 192.168.2.226 independent,0
192.168.5.226,192.168.6.26,67,brute_force,brute_force attack from 192.168.5.226 unrelated to other incidents,0
192.168.4.76,192.168.7.151,101,brute_force,Single point brute_force detection at 192.168.4.76 independent,0
192.168.5.26,192.168.8.201,108,brute_force,Unique threat pattern at 192.168.5.26 no correlation,0
192.168.1.101,192.168.1.1,3,brute_force,Multiple brute_force attacks: 192.168.1.101 -> 192.168.1.1 with common pattern,1
192.168.4.201,192.168.5.26,94,brute_force,brute_force attack from 192.168.4.201 unrelated to other incidents,0
192.168.2.26,192.168.2.151,3,brute_force,Failed login from 192.168.2.26 followed by failed login from 192.168.2.151 within 2 minutes,1
192.168.6.226,192.168.6.176,3,brute_force,"david at 192.168.6.226 attempted data access, then user2 at 192.168.6.176 accessed same resource",1
192.168.8.226,192.168.4.26,94,brute_force,brute_force attack from 192.168.8.226 unrelated to other incidents,0
192.168.5.201,192.168.9.101,35,brute_force,Single point brute_force detection at 192.168.5.201 independent,0
192.168.4.201,192.168.1.51,119,brute_force,Isolated brute_force from 192.168.4.201 not related to other activity,0
192.168.7.176,192.168.9.176,31,brute_force,Unique threat pattern at 192.168.7.176 no correlation,0
192.168.7.201,192.168.7.26,1,brute_force,Failed login from 192.168.7.201 followed by failed login from 192.168.7.26 within 2 minutes,1
192.168.5.26,192.168.2.101,91,brute_force,Unique threat pattern at 192.168.5.26 no correlation,0
192.168.9.176,192.168.4.151,104,brute_force,Unique threat pattern at 192.168.9.176 no correlation,0
192.168.1.176,192.168.7.51,61,brute_force,brute_force attack from 192.168.1.176 unrelated to other incidents,0
192.168.2.226,192.168.2.1,1,brute_force,Failed login from 192.168.2.226 followed by failed login from 192.168.2.1 within 2 minutes,1
192.168.1.51,192.168.1.26,3,brute_force,Alert streak: brute_force detected at 192.168.1.51 and 192.168.1.26 in 5-min window,1
192.168.7.176,192.168.8.126,66,brute_force,Unique threat pattern at 192.168.7.176 no correlation,0
192.168.5.226,192.168.5.151,4,brute_force,Multiple brute_force attacks: 192.168.5.226 -> 192.168.5.151 with common pattern,1
192.168.3.176,192.168.3.126,5,brute_force,Correlated threat: brute_force activity from 192.168.3.176 and 192.168.3.126 same source network,1
192.168.1.26,192.168.1.26,4,brute_force,Failed login from 192.168.1.26 followed by failed login from 192.168.1.26 within 2 minutes,1
192.168.4.176,192.168.1.51,37,brute_force,brute_force attack from 192.168.4.176 unrelated to other incidents,0
192.168.9.226,192.168.6.126,45,brute_force,brute_force attack from 192.168.9.226 unrelated to other incidents,0
192.168.5.201,192.168.2.151,109,brute_force,brute_force attack from 192.168.5.201 unrelated to other incidents,0
192.168.3.151,192.168.2.101,99,brute_force,Single point brute_force detection at 192.168.3.151 independent,0
192.168.6.51,192.168.5.26,65,brute_force,Single point brute_force detection at 192.168.6.51 independent,0
192.168.9.226,192.168.9.1,3,brute_force,"david at 192.168.9.226 attempted data access, then admin at 192.168.9.1 accessed same resource",1
192.168.6.101,192.168.1.151,119,brute_force,Single user charlie at 192.168.6.101 suspicious activity standalone,0
192.168.5.51,192.168.5.51,3,brute_force,Alert streak: brute_force detected at 192.168.5.51 and 192.168.5.51 in 5-min window,1
192.168.6.1,192.168.5.1,97,brute_force,Single user eve at 192.168.6.1 suspicious activity standalone,0
192.168.5.226,192.168.3.26,80,brute_force,Single user alice at 192.168.5.226 suspicious activity standalone,0
192.168.1.126,192.168.8.126,103,brute_force,Unique threat pattern at 192.168.1.126 no correlation,0
192.168.1.26,192.168.5.126,49,brute_force,Isolated brute_force from 192.168.1.26 not related to other activity,0
192.168.5.51,192.168.4.51,61,brute_force,brute_force attack from 192.168.5.51 unrelated to other incidents,0
192.168.5.76,192.168.5.176,2,brute_force,"user1 at 192.168.5.76 attempted data access, then bob at 192.168.5.176 accessed same resource",1
192.168.9.51,192.168.8.101,78,brute_force,Single user eve at 192.168.9.51 suspicious activity standalone,0
192.168.2.126,192.168.9.176,41,brute_force,Isolated brute_force from 192.168.2.126 not related to other activity,0
192.168.9.26,192.168.9.1,3,brute_force,Correlated threat: brute_force activity from 192.168.9.26 and 192.168.9.1 same source network,1
192.168.6.26,192.168.6.176,4,brute_force,Multiple brute_force attacks: 192.168.6.26 -> 192.168.6.176 with common pattern,1
192.168.8.1,192.168.8.226,4,brute_force,Alert streak: brute_force detected at 192.168.8.1 and 192.168.8.226 in 5-min window,1
192.168.7.76,192.168.4.126,71,brute_force,Unique threat pattern at 192.168.7.76 no correlation,0
192.168.1.176,192.168.8.126,55,brute_force,Single point brute_force detection at 192.168.1.176 independent,0
192.168.8.1,192.168.3.226,71,brute_force,Single point brute_force detection at 192.168.8.1 independent,0
192.168.6.126,192.168.9.1,96,brute_force,Single user david at 192.168.6.126 suspicious activity standalone,0
192.168.1.126,192.168.1.101,1,brute_force,Alert streak: brute_force detected at 192.168.1.126 and 192.168.1.101 in 5-min window,1
192.168.5.201,192.168.5.26,2,brute_force,Alert streak: brute_force detected at 192.168.5.201 and 192.168.5.26 in 5-min window,1
192.168.7.151,192.168.5.101,114,brute_force,brute_force attack from 192.168.7.151 unrelated to other incidents,0
192.168.2.26,192.168.3.76,56,brute_force,Isolated brute_force from 192.168.2.26 not related to other activity,0
192.168.3.101,192.168.7.226,56,brute_force,Isolated brute_force from 192.168.3.101 not related to other activity,0
192.168.5.26,192.168.5.51,5,brute_force,Multiple brute_force attacks: 192.168.5.26 -> 192.168.5.51 with common pattern,1
192.168.8.151,192.168.9.176,49,brute_force,Single user bob at 192.168.8.151 suspicious activity standalone,0
192.168.4.201,192.168.4.226,4,brute_force,Alert streak: brute_force detected at 192.168.4.201 and 192.168.4.226 in 5-min window,1
192.168.6.1,192.168.3.176,101,brute_force,brute_force attack from 192.168.6.1 unrelated to other incidents,0
192.168.7.76,192.168.7.126,1,brute_force,Failed login from 192.168.7.76 followed by failed login from 192.168.7.126 within 2 minutes,1
192.168.1.201,192.168.4.51,102,brute_force,brute_force attack from 192.168.1.201 unrelated to other incidents,0
192.168.3.26,192.168.8.176,94,brute_force,Isolated brute_force from 192.168.3.26 not related to other activity,0
192.168.4.126,192.168.6.101,94,brute_force,Single point brute_force detection at 192.168.4.126 independent,0
192.168.1.226,192.168.6.101,108,brute_force,Single point brute_force detection at 192.168.1.226 independent,0
192.168.6.176,192.168.1.26,46,brute_force,brute_force attack from 192.168.6.176 unrelated to other incidents,0
192.168.4.1,192.168.4.226,3,brute_force,"user1 at 192.168.4.1 attempted data access, then charlie at 192.168.4.226 accessed same resource",1
192.168.9.126,192.168.9.201,3,brute_force,"user2 at 192.168.9.126 attempted data access, then user1 at 192.168.9.201 accessed same resource",1
192.168.5.76,192.168.5.51,2,brute_force,Correlated threat: brute_force activity from 192.168.5.76 and 192.168.5.51 same source network,1
192.168.2.201,192.168.2.101,4,brute_force,Multiple brute_force attacks: 192.168.2.201 -> 192.168.2.101 with common pattern,1
